unit_id,area_m2,P_walk_total,P_walk_life_service,P_walk_public_activity,P_walk_community_living,P_walk_productive_mix,P_slow_total,P_slow_life_service,P_slow_public_activity,P_slow_community_living,P_slow_productive_mix,P_fast_total,P_fast_life_service,P_fast_public_activity,P_fast_community_living,P_fast_productive_mix,gap_life_service,gap_public_activity,gap_community_living,gap_productive_mix,site_block_id,block_code
plot_7634,5419.78,0.4249779447273565,0.1861840456368846,0.1494011238957763,0.06085700825015698,0.028535766944538545,0.4767664655079172,0.15891186155914205,0.1479953124900203,0.10740837807159752,0.06245091338715729,0.09825558976472637,0.021818064058266702,0.03422546214532385,0.009037687241236289,0.033174376319899536,0.11481098780510478,0.1185188116180334,0.0846868600848369,0.07651327803966221,block_sw,SW
plot_17025,3733.8,0.5135387633024581,0.22076957603318456,0.1819114838040726,0.08048451044276342,0.0303731930224374,0.4145682094955628,0.13535000803587224,0.12943729303825088,0.10203403861417472,0.04774686980726492,0.07189302720197904,0.016200602684695333,0.026095989615365186,0.007484748541198951,0.022111686360719578,0.12287221633711276,0.13501836699333533,0.09496968407691697,0.09262890679342031,block_ne,NE
plot_17024,605.3,0.8190987075640725,0.4186661347160085,0.27702453287763124,0.07078448883204018,0.05262355113839275,0.008199572608959524,0.003360691742915994,0.0025808295375552683,0.0011749317884434704,0.0010831195400447908,0.172701719826968,0.045995704511155165,0.05949622085930467,0.009855087907835505,0.05735470654867267,0.12190726678450844,0.13492678715475195,0.09440882315058989,0.09289643599555387,block_ne,NE
plot_6750,2736.3,0.4230914400395901,0.19722990401347576,0.1183039341681372,0.059833684782851976,0.047723917075125195,0.46802264875065785,0.15897988568634316,0.11067482590636776,0.09973070152692355,0.09863723563102343,0.10888591120975205,0.02196362449057976,0.025754441766649837,0.008444033658975031,0.05272381129354741,0.11835297362207482,0.13368419954183075,0.09236535847733794,0.094139182355921,block_se,SE
plot_17085,12816.22,0.7605874670474152,0.3569054217166466,0.2840018416041687,0.09794306391059934,0.021737139816000603,0.1719925254802314,0.06497276105624589,0.06000391358358826,0.03686935762703673,0.01014649321336052,0.06742000747235342,0.019221380587899545,0.029900213944240864,0.006684640845624309,0.011613772094588701,0.12415455833198849,0.13499271835922869,0.0953364881383484,0.09111781678254637,block_ne,NE
plot_16957,4166.86,0.71150539296222,0.41190620187280663,0.19571197058221004,0.08383297337114716,0.020054247136056167,0.24673147904175566,0.11765190586957379,0.0648781218261344,0.04951413695132446,0.014687314394723068,0.04176312799602427,0.01564301090300352,0.014529849430205695,0.004034686980793282,0.007555580682021766,0.12350091430720328,0.13492567325463128,0.09488273900242736,0.09064789510358771,block_ne,NE
plot_19792,3185.72,0.37455263248541026,0.17279459987284443,0.09606267807758447,0.05259762950706863,0.053097725027912754,0.4951029745133931,0.16166274182974916,0.1043073008901445,0.10175591263316094,0.1273770191603385,0.13034439300119638,0.023608678273028164,0.025657710752765666,0.009107111202508546,0.071970892772894,0.11641286229131845,0.1327733827486509,0.09097776410869197,0.09450061532202773,block_se,SE
plot_16287,1636.37,0.4027120596479027,0.16251135855079815,0.14483724149158064,0.060737779995298974,0.03462567961022497,0.5220704294386467,0.15567767144908953,0.16102862857144926,0.12031374022856473,0.08505038918954315,0.07521751091345065,0.014112969234767984,0.024588759870947205,0.006684463373973497,0.02983131843376196,0.11451936465237315,0.13161057182392732,0.08961255726670612,0.09463092399978876,block_se,SE
plot_6351,16118.73,0.5152131568004482,0.2069896615468795,0.22899181648012926,0.05737793456484915,0.02185374420859034,0.3899121445438167,0.12465698915542288,0.16005460876920716,0.07145400852001094,0.03374653809917574,0.09487469865573517,0.02079953118509732,0.0449828078633261,0.0073067250059714005,0.021785634601340337,0.11643746004284099,0.13288998599747637,0.09081312546973515,0.0933036858086402,block_se,SE
plot_6748,12418.31,0.564862052018943,0.266641121793254,0.2013480026258321,0.06522941555965901,0.031643512040197906,0.32746636869139595,0.12189106175324788,0.1068248523681,0.061659773838205756,0.03709068073184229,0.10767157928966105,0.027165540740078657,0.040101466894909746,0.008421853331314948,0.031982718323357695,0.10604516637850317,0.12276087658756524,0.08195803795001105,0.08808510278476452,block_se,SE
