unit_id,building_coverage,avg_height,road_density,green_blue_ratio,heritage_ratio,barrier_index,permeability_index,edge_conductance_mean,poi_food_density,poi_retail_density,poi_office_density,poi_public_service_density,poi_leisure_density,poi_transport_density,poi_life_service_density,landuse_residential_ratio,landuse_commercial_ratio,landuse_public_ratio,landuse_green_ratio,vitality_food_weighted_density,vitality_retail_weighted_density,vitality_leisure_weighted_density,vitality_life_service_weighted_density,meituan_vitality_proxy,meituan_rating_mean,walk_length_km_per_km2,slow_road_length_km_per_km2,fast_road_length_km_per_km2,all_road_length_km_per_km2,walk_length_share,slow_road_length_share,fast_road_length_share
plot_10074,0.2949085787850611,64.49593080980607,0.0,0.0,0.0,2.2222222222222223,0.2225707290178819,0.4708951879409722,14.229056768762304,1.2935506153420278,0.0,1.2935506153420278,3.880651846026083,3.880651846026083,3.880651846026083,0.04544880115676799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.025454914494529,5.025454914494529,0.0,10.050909828989058,0.5,0.5,0.0
plot_10080,0.3166671844401058,91.76009715166214,0.0034748508856558,0.0,0.0,0.0,0.2038682598410937,0.4188360108627934,0.0,0.0,0.0,0.0,0.0,2.6076435246995997,0.0,0.9980534947000838,0.0,0.0,0.0,0.0,0.0,0.0,2.6076435246995997,2.6076435246995997,0.0,39.10581842561041,19.274300440143364,0.0,58.38011886575377,0.6698482152037923,0.33015178479620766,0.0
plot_10081,0.4243610293056495,62.76997728313759,0.0,0.0,0.0,2.0,0.2999922966790544,0.6268666370645656,35.014808849328865,38.63703045443185,8.451850411906968,26.5629584374219,15.696293622112941,21.733329630617916,63.99258169015276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63427895370341,15.63427895370341,0.0,31.26855790740682,0.5,0.5,0.0
plot_10082,0.24403270530058,56.50092827736368,0.0,0.0,0.0,1.25,0.2160599622678969,0.4530318744842154,0.0,0.0,3.8907023885021963,23.344214331013177,7.781404777004393,11.672107165506588,7.781404777004393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.811840217326925,30.811840217326925,0.0,61.62368043465385,0.5,0.5,0.0
plot_10083,0.2754519686318929,44.969945987759466,0.0121689551179193,0.0,0.0,0.0,0.2902526909859129,0.603915181543647,2.6870957600316006,2.6870957600316006,0.0,2.6870957600316006,0.0,8.061287280094803,10.748383040126402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.43564652085286,39.43564652085286,0.0,78.87129304170573,0.5,0.5,0.0
plot_10086,0.0002021528568244,12.10076632959288,0.0012616612342048,0.94684755097679,0.0,8.0,0.1808645473158894,0.3486498187469404,0.0,0.0,0.0,0.0,0.6248722917253786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8773774616389773,0.5147287851627641,0.0,2.3921062468017413,0.7848219384690964,0.21517806153090366,0.0
plot_10087,0.0,0.0,0.0,0.8542634515776868,0.0,8.0,0.1730508796442008,0.3432107992093351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10088,0.0,0.0,0.0,0.9609510755384468,0.0,0.0,0.4609045550211749,0.9134123444915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06854055818130796,0.0,0.0,0.0,0.0,0.0,0.0,9.490402497513243,6.194820625409326,0.0,15.685223122922569,0.6050537134944455,0.3949462865055546,0.0
plot_10094,0.0,0.0,0.0,0.9427083477220668,0.0,8.0,0.2428520959305265,0.4662413242900589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.000726200908663,7.000726200908663,0.0,14.001452401817327,0.5,0.5,0.0
plot_10095,0.5064383900428456,21.625073272965164,0.0,0.0,0.0,2.2222222222222223,0.2258393363559531,0.4763836733835995,0.0,29.094899248520317,4.156414178360045,4.156414178360045,0.0,0.0,29.094899248520317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10096,0.4634902813500357,19.6265104292901,0.0,0.0,0.0,1.0,0.2747124247524608,0.5793427633388019,21.48396457025693,12.084730070769522,6.042365035384761,2.6854955712821162,3.3568694641026453,4.028243356923174,3.3568694641026453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.698934826100864,11.698934826100864,0.0,23.397869652201727,0.5,0.5,0.0
plot_10097,0.2258879515552629,19.899420127681942,0.0,0.0,0.0,0.0,0.2839293152234722,0.5974669782743827,66.84886258626453,19.66143017243074,3.9322860344861486,19.66143017243074,11.796858103458446,7.864572068972297,7.864572068972297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.196455473550728,11.196455473550728,0.0,22.392910947101456,0.5,0.5,0.0
plot_10098,0.6048281133238483,26.105790669507133,0.0,0.0,0.0,2.2222222222222223,0.2263791011466764,0.4787561630419969,14.99902506337088,7.49951253168544,0.0,0.0,0.0,0.0,7.49951253168544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10099,0.5232516628324609,45.4240197214046,0.0,0.0,0.0,2.2222222222222223,0.2265679633685649,0.4809988445227368,12.541229291295132,2.090204881882522,8.360819527530088,4.180409763765044,12.541229291295132,12.541229291295132,8.360819527530088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.11803483578495,42.11803483578495,0.0,84.2360696715699,0.5,0.5,0.0
plot_101,0.3017127630877883,26.37603507766506,0.0,0.0,0.0,0.0,0.2248429137299112,0.4749584749553582,0.0,0.0,6.326551270371494,25.306205081485977,0.0,0.0,6.326551270371494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.326551270371494,0.0,45.59838846734685,45.59838846734685,0.0,91.1967769346937,0.5,0.5,0.0
plot_10100,0.3271702703082397,30.152667652005253,0.017196772457296,0.0,0.0,1.0,0.2794591727595275,0.5838560942210532,0.0,1.7779358165170238,3.5558716330340476,5.333807449551071,0.0,1.7779358165170238,5.333807449551071,0.019196528141321847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.39288907941483,12.39288907941483,0.0,24.78577815882966,0.5,0.5,0.0
plot_10109,0.3179195004507048,28.45018141939933,0.0,0.0,0.0,0.0,0.238766348473945,0.5055723793248161,0.0,0.0,0.0,21.54522342396691,0.0,21.54522342396691,0.0,0.16271037812039543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.343777814838674,37.343777814838674,0.0,74.68755562967735,0.5,0.5,0.0
plot_10110,0.3324281419559533,19.0584475146773,0.0,0.0,0.0,0.0,0.3257208816161118,0.6931781654961214,0.0,0.0,0.0,5.612443910638667,0.0,0.0,0.0,0.07405429008195463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.226401637623559,2.226401637623559,0.0,4.452803275247118,0.5,0.5,0.0
plot_10111,0.2870682695714174,27.445957148009747,0.0,0.0,0.0,1.1428571428571428,0.2894946918340946,0.6101506167741784,0.0,3.0075206060274318,0.0,1.804512363616459,0.0,2.4060164848219454,3.609024727232918,0.8966584344728438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.957427055848505,23.957427055848505,0.0,47.91485411169701,0.5,0.5,0.0
plot_10112,0.1032884529222122,13.30947998413542,0.0,0.0,0.0,8.0,0.1865297399950506,0.3778556222112236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35744341639264887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10113,0.0771435928826417,13.96313364979444,0.0,0.0,0.0,2.857142857142857,0.1722487603399952,0.357035546787291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10114,0.2403316554232862,60.175566332912936,0.1075925096661266,0.0,0.0,1.6666666666666667,0.3145172236189687,0.5782994153388691,33.58127508101482,0.0,0.0,16.79063754050741,16.79063754050741,33.58127508101482,67.16255016202965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.61069905351297,108.61069905351297,0.0,217.22139810702595,0.5,0.5,0.0
plot_10115,0.2650122695401756,31.295866090518004,0.0022111965654046,0.0,0.0,0.0,0.4057474348869017,0.8261187301978001,0.0,0.0,0.0,0.8589496454513549,0.171789929090271,0.8589496454513549,0.343579858180542,0.3628948393318109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.586762342540828,10.34890486420739,0.0,20.935667206748217,0.5056806758529475,0.4943193241470525,0.0
plot_10116,0.2911386149785672,19.904947112705923,0.0,0.0,0.0,4.8,0.1781443829228898,0.3552798953841996,0.0,0.0,0.0,9.947873144721658,0.0,0.0,9.947873144721658,0.0404082898374148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.921269722332376,36.921269722332376,0.0,73.84253944466475,0.5,0.5,0.0
plot_10117,0.0932814505577569,59.51923882814123,0.0,0.0,0.0,5.714285714285714,0.2098231187694546,0.4306313591702166,0.0,1.4860710559921855,1.4860710559921855,0.49535701866406184,0.0,2.4767850933203093,1.4860710559921855,0.9999999314279415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.473063937232443,22.473063937232443,0.0,44.946127874464885,0.5,0.5,0.0
plot_10118,0.1031350912956147,28.39899796300892,0.0,0.0,0.0,3.7142857142857135,0.2143930933014492,0.4412865247968712,0.0,0.0,0.0,1.5262701620288404,0.0,0.7631350810144202,0.0,1.0000000651861336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10119,0.2169749049986981,77.25880900515271,0.0,0.3366027548087987,0.0,4.8,0.1637628329622116,0.3234291176938037,0.0,0.0,0.6610551895146071,1.3221103790292141,0.6610551895146071,4.62738632660225,1.3221103790292141,0.0,0.0,0.0,0.3367347311094867,0.8792034020544275,0.0,0.0,0.0,0.8792034020544275,3.0,2.398259725240745,2.398259725240745,0.0,4.79651945048149,0.5,0.5,0.0
plot_10120,0.0,0.0,0.0065613669373651,0.8764601295641669,0.0,9.428571428571429,0.1289484625739387,0.2517639012765164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10123,0.1794065167165527,72.03499578894602,0.0,0.1466722144404849,0.0,0.0,0.4373428904783557,0.7874589788407904,0.0,2.699509152107314,0.19282208229337958,0.9641104114668978,0.7712883291735183,2.8923312344006935,4.62772997504111,0.9908047536200322,0.0,0.0,8.744175452859666e-05,0.0,0.0,0.0,0.0,0.0,0.0,16.260804171538375,13.659589671825291,0.0,29.920393843363666,0.5434689214542213,0.4565310785457787,0.0
plot_10125,0.9085748430515374,21.802177205155875,0.0,0.0,0.9999999999935272,0.0,0.1586048568309436,0.326826237402097,0.0,210.1134612690853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.52882764005747,96.52882764005747,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_1013,0.2757099928856891,22.171789816281013,0.0003495407715311,0.0,0.0,10.0,0.2045190462159891,0.4032163487687848,0.6112730984822089,0.4075153989881392,2.648850093422905,3.4638808913991834,0.2037576994940696,2.4450923939288356,0.4075153989881392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1779995074204648,1.1779995074204648,1.3,26.411539246654478,24.62202583043302,0.0,51.0335650770875,0.5175327102223639,0.48246728977763603,0.0
plot_10131,0.4421093391275955,75.00678110545526,0.0,0.0,0.0,2.6666666666666665,0.2633351846855998,0.5480310955976292,0.0,0.0,0.0,2.169832814381652,6.509498443144956,13.018996886289912,8.679331257526608,0.0,0.0,0.0,0.0,0.0,0.0,3.78379407944194,7.071145007239813,10.854939086681751,29.333333333333332,25.327974410761904,25.327974410761904,0.0,50.65594882152381,0.5,0.5,0.0
plot_10132,0.370351053338919,10.740798495159886,0.0,0.0,0.0,1.0,0.2649417508421091,0.5554136268713536,0.0,5.869652624174948,0.9782754373624913,0.9782754373624913,0.0,1.9565508747249827,1.9565508747249827,0.0,0.0,0.0,0.0,0.0,0.0,1.6839005893045558,0.0,8.531828650841994,5.0,5.024460659024346,5.024460659024346,0.0,10.048921318048691,0.5,0.5,0.0
plot_10133,0.5172395835689744,25.1969778823276,0.0,0.0,0.0,5.75,0.1872380692726031,0.3885112372724513,0.0,3.26485837044389,6.52971674088778,0.0,0.0,3.26485837044389,6.52971674088778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.743956747156307,5.833333333333333,22.406442996358546,22.406442996358546,0.0,44.81288599271709,0.5,0.5,0.0
plot_10134,0.0,0.0,0.0068335545678315,0.0,0.0,5.142857142857143,0.2247480675908866,0.4617367188714346,0.0,0.0,23.11230267871588,3.8520504464526466,0.0,11.55615133935794,11.55615133935794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6454572769085,19.6454572769085,2.5,47.195252368601246,16.601547222346476,0.0,63.79679959094772,0.739774607366008,0.2602253926339921,0.0
plot_10135,0.8154445954672844,8.22259212788255,0.0,0.0,0.0,0.0,0.2508629972125981,0.5220293826946624,10.362264776589573,41.44905910635829,0.0,0.0,10.362264776589573,10.362264776589573,0.0,0.0,0.0,0.0,0.0,0.0,10.362264776589573,0.0,13.781812152864132,44.86860648263285,0.75,101.98712749750182,101.98712749750182,0.0,203.97425499500363,0.5,0.5,0.0
plot_1014,0.223282946339959,13.980032999830604,0.0,0.0,0.0,0.0,0.2449368646375058,0.5135501621574203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10144,0.4749085608283221,42.130633851339695,0.0037235867776943,0.0,0.0,3.333333333333333,0.1742701724332802,0.3539204638394529,22.095126886287765,18.0778310887809,0.0,2.678197198337911,4.686845097091344,6.695492995844777,10.712788793351644,0.0,0.9999997155541932,0.0,0.0,1.9935669543957002,19.268334867092985,2.27672695078686,6.928473784792261,30.467102557067804,3.5749999999999997,33.443006224155866,15.19292279869029,0.0,48.635929022846156,0.6876193566374852,0.31238064336251486,0.0
plot_10145,0.373565590185047,28.822599850168928,0.0,0.0,0.0,0.0,0.2058201215343071,0.4299935399175079,46.0056842578772,20.446970781278754,5.1117426953196885,20.446970781278754,25.55871347659844,5.1117426953196885,35.78219886723782,0.0,0.0,0.0,0.0,14.639582457145499,5.1117426953196885,0.0,5.1117426953196885,24.863067847784876,1.725,43.54695000941909,43.54695000941909,0.0,87.09390001883818,0.5,0.5,0.0
plot_10146,0.4749671249478436,22.6996443653738,0.0,0.0,0.0,0.0,0.2346819356776653,0.4949553709503675,127.27909122728865,7.95494320170554,7.95494320170554,0.0,31.81977280682216,15.90988640341108,39.774716008527705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.580074458268369,18.53501765997391,1.5,22.84959653335824,22.84959653335824,0.0,45.69919306671648,0.5,0.5,0.0
plot_10147,0.6534492703403287,30.865926897196108,0.0,0.0,0.0,1.0,0.2197528580198935,0.4584780178219857,8.30350989363204,38.74971283694951,11.071346524842719,5.535673262421359,11.071346524842719,0.0,22.142693049685438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8334537342267914,12.13696362785883,0.875,18.921920138196217,18.921920138196217,0.0,37.843840276392434,0.5,0.5,0.0
plot_10148,0.2591421953221039,71.79279412980225,0.0,0.0,0.0,5.5,0.2298882755196078,0.4476890289324617,19.047256242738232,6.349085414246078,57.1417687282147,25.396341656984312,0.0,0.0,57.1417687282147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.51778086116604,44.264291739103754,0.0,105.7820726002698,0.5815520470432637,0.41844795295673626,0.0
plot_10149,0.0710025913072121,25.38483735169234,0.0352363544657455,0.9982060246824886,0.0,2.857142857142857,0.1522405313168239,0.2828632239474875,5.9712615125921955,0.0,0.0,0.0,2.388504605036878,7.165513815110635,3.5827569075553174,0.0,0.9999998818572875,0.0,1.231530050043386,1.725940592077803,1.194252302518439,0.0,4.022485702239392,6.942678596835634,1.3,24.880670054067693,24.880670054067693,0.0,49.761340108135386,0.5,0.5,0.0
plot_1015,0.179669264452002,14.292282264308543,0.0,0.0,0.0,3.333333333333333,0.2439494190006561,0.4905574125940506,0.0,0.0,0.0,6.226378675898311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10150,0.7282712793852327,57.23369966654673,0.0,0.0,0.0,0.0,0.2352493341549463,0.4924866314554363,45.812018019393754,30.541345346262503,0.0,0.0,30.541345346262503,0.0,30.541345346262503,0.0,0.0,0.0,0.0,24.82118097769486,0.0,0.0,0.0,24.82118097769486,5.0,38.54659293834357,38.54659293834357,0.0,77.09318587668714,0.5,0.5,0.0
plot_10151,0.5384599309316425,57.228843635017896,0.0,0.0,0.0,0.0,0.2214394663989039,0.4639607895284284,10.100601995878955,20.20120399175791,10.100601995878955,90.90541796291059,0.0,30.301805987636865,40.40240798351582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.25905299484266,48.25905299484266,3.8333333333333335,37.61629837732472,37.61629837732472,0.0,75.23259675464944,0.5,0.5,0.0
plot_10152,0.5614751767127955,13.433743595350498,0.0668081361641945,0.0,0.0,0.0,0.1850723512722703,0.3299143320705647,17.17690246464012,34.35380492928024,0.0,0.0,0.0,2.4538432092343028,12.269216046171515,0.0,0.0,0.0,0.0,6.177993097612999,4.9076864184686055,0.0,2.4538432092343028,20.066745661879153,4.857142857142857,31.960734593033123,31.960734593033123,0.0,63.92146918606625,0.5,0.5,0.0
plot_10153,0.6242174230366911,23.00569966663328,0.0422819352810621,0.0,0.0,0.0,0.2397336295295821,0.4707020171928132,27.15423606082549,9.051412020275164,0.0,0.0,18.102824040550328,0.0,0.0,0.0,0.0,0.0,0.0,12.914938602794868,0.0,0.0,0.0,28.618526964598452,26.75,19.500379210400048,19.500379210400048,0.0,39.000758420800096,0.5,0.5,0.0
plot_10154,0.7329031601373966,39.32383299996828,0.0,0.0,0.0,0.0,0.1646992931710234,0.336566524507036,0.0,0.0,5.915339658803208,5.915339658803208,11.830679317606416,0.0,5.915339658803208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.915339658803208,16.209320244744013,25.0,43.703079116333605,43.703079116333605,0.0,87.40615823266721,0.5,0.5,0.0
plot_10155,0.6966690483794861,20.73863299998452,0.0160124717208729,0.0,0.0,0.0,0.1663898828542775,0.3315609977821599,10.405989687664219,62.43593812598532,10.405989687664219,0.0,0.0,0.0,15.60898453149633,0.0,0.0,0.0,0.0,8.102664058185262,5.202994843832109,0.0,15.194838965525696,59.6664369820974,4.722222222222222,41.239423982372415,41.239423982372415,0.0,82.47884796474483,0.5,0.5,0.0
plot_10156,0.6170984135877458,35.01880649456323,0.0198378179431684,0.0,0.0,0.0,0.196482772064571,0.3918817461876935,5.411079726848696,0.0,0.0,16.233239180546086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.182322611521046,15.182322611521046,3.25,24.85379180059539,24.85379180059539,0.0,49.70758360119078,0.5,0.5,0.0
