unit_id,poi_food_density,poi_retail_density,poi_office_density,poi_public_service_density,poi_leisure_density,poi_transport_density,poi_life_service_density,landuse_residential_ratio,landuse_commercial_ratio,landuse_public_ratio,landuse_green_ratio,vitality_food_weighted_density,vitality_retail_weighted_density,vitality_leisure_weighted_density,vitality_life_service_weighted_density,meituan_vitality_proxy,meituan_rating_mean
plot_12551,0.0,0.0,0.0,25.810448069378484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.84534379516829,0.0,42.84534379516829,35.0
plot_10383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_12550,10.726582975482607,3.575527658494202,0.0,0.0,0.0,0.0,3.575527658494202,0.0,0.0,0.0,0.025432371905330445,0.0,0.0,0.0,0.0,0.0,0.0
plot_10428,0.0,0.0,9.303623761455087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_16668,0.0,0.0,0.0,0.0,0.0,1.699047683773245,0.0,0.0,0.0,0.0,0.6689060014701048,0.0,0.0,0.0,0.0,0.0,0.0
plot_10391,0.0,0.0,0.0,0.0,0.0,0.0,15.727474324898164,0.0,0.0,0.0,0.0,10.891275969991979,0.0,0.0,0.0,10.891275969991979,3.5
plot_10937,6.151612645254954,3.075806322627477,0.0,6.151612645254954,9.227418967882432,12.303225290509909,15.379031613137386,0.0,0.0,0.0,0.0,5.582849232074483,0.0,0.0,4.090822409094545,9.673671641169028,3.5
plot_9005,0.0,0.0,0.0,0.0,0.0,7.886559724916797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11131,47.26577251519692,71.14229677545103,6.33458806904701,11.207348122160095,4.385484047801776,11.207348122160095,18.516488201829723,0.0,0.0,0.0,0.02026315720118119,2.9722019219923532,28.546497318123688,3.3996807961172473,10.653387156065651,46.05904319761025,6.1171875
plot_11074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000182641000441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11099,1.4225444127256555,0.7112722063628277,14.936716333619382,2.4894527222698972,6.045813754084036,3.5563610318141388,6.045813754084036,0.0,0.0,0.0,0.8801717888175571,0.5601858192471304,0.35563610318141387,1.796321913840219,2.2186217088522,4.930765545120963,16.711111111111112
plot_11098,2.4545659836427722,7.363697950928317,0.0,2.4545659836427722,2.4545659836427722,14.727395901856633,2.4545659836427722,0.0,0.0,0.0,0.07266683689652599,3.770250081113446,22.472085025230268,0.0,10.6796446872477,36.92197979359141,1.0769230769230769
plot_11216,16.579761085642755,49.73928325692827,8.289880542821377,37.3044624426962,4.144940271410689,12.434820814232067,33.15952217128551,0.0,0.0,0.0,0.0,6.005891078206191,8.055892616991928,0.0,34.70976648448251,48.771550179680624,3.8714285714285714
plot_17486,0.0,0.0,0.0,0.0,6.631167814963893,39.78700688978336,13.262335629927787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11221,3.1475046583068944,28.32754192476205,34.62255124137584,56.6550838495241,18.885027949841366,12.590018633227578,78.68761645767236,0.0,0.0,0.0,0.0,0.0,7.506798610061942,5.4561069965520055,55.21676212502225,73.29122663698026,6.546666666666667
plot_11498,20.769726047313434,10.384863023656717,0.0,10.384863023656717,0.0,10.384863023656717,20.769726047313434,0.0,0.0,0.0,0.0,14.6524017593286,14.383035287764553,17.963535867642232,35.41671481992615,97.96098656812916,11.549999999999999
plot_9763,7.239639300485367,20.684683715672474,0.0,2.0684683715672474,27.924323016157842,2.0684683715672474,9.308107672052614,0.0,0.0,0.0,0.0,10.793300455852535,6.958690302397534,3.4959245992940278,1.0342341857836237,22.282149543327723,8.04
plot_17664,7.720994155207423,15.441988310414846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.335744851594747,0.0,0.0,24.022585800702768,35.35833065229751,3.9333333333333336
plot_9764,44.910091179303535,297.2338929367063,0.590922252359257,13.000289551903656,2.363689009437028,10.636600542466626,15.95490081369994,0.0,0.0,0.0,0.0,20.079900773391984,207.96929505180805,0.0,53.20099102731532,298.9053621237954,3.664542936288089
plot_11496,2.370741259669661,0.0,0.0,2.370741259669661,2.370741259669661,0.0,0.0,0.012964314291751834,0.0,0.0,0.0,0.0,0.0,0.0,3.2834766446424806,6.436562520003129,3.25
plot_17739,0.0,0.0,5.455567133481361,2.7277835667406807,2.7277835667406807,0.0,5.455567133481361,0.9132612311793629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11759,0.0,0.0,0.0,22.126667797585245,0.0,14.751111865056831,0.0,0.05816790996725873,0.0,0.0,0.0,0.0,0.0,0.0,10.215144966551856,10.215144966551856,3.5
plot_11758,32.94169320303064,10.980564401010213,10.980564401010213,43.92225760404085,0.0,10.980564401010213,21.961128802020426,1.0000015090161312,0.0,0.0,0.0,16.21330106170153,0.0,0.0,14.604150653343583,30.817451715045113,3.35
plot_18339,26.777077482820832,36.81848153887864,0.0,6.694269370705208,6.694269370705208,6.694269370705208,26.777077482820832,0.0,0.0,0.0,0.0,5.116015309269409,19.58201939999257,0.0,11.166068728100283,44.76748170040019,6.9
plot_19532,0.0,5.590824339094677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_16291,12.179822905374957,6.0899114526874785,6.0899114526874785,12.179822905374957,0.0,12.179822905374957,6.0899114526874785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0899114526874785,6.0899114526874785,0.0
plot_18402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.760670131137086,0.0,18.760670131137086,0.0
plot_18875,0.5913784357165136,0.5913784357165136,0.5913784357165136,2.010686681436146,1.0644811842897244,3.0751678657258705,0.827929810003119,0.0,0.0,0.0,0.0,0.0,0.0,0.604746674144068,0.8900022803616225,1.6910865951635732,21.444444444444443
plot_18403,49.199281690487325,16.399760563495775,16.399760563495775,0.0,8.199880281747888,0.0,49.199281690487325,0.0,0.0,0.0,0.0,25.372267326912336,0.0,0.0,11.356834190220823,36.72910151713316,4.033333333333333
plot_7631,20.306848424905276,19.90867492637772,3.981734985275544,7.565296472023534,2.3890409911653268,8.361643469078643,8.759816967606197,0.0,0.0,0.0,0.0,1.2186899518684902,3.0728354645246307,1.3943288973144903,4.498357112828676,10.184211426536287,8.68125
plot_9006,52.84993261633591,52.84993261633591,0.0,0.0,105.69986523267183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.40530439535819,0.0,45.40530439535819,30.0
plot_7630,18.25712749423281,80.0957851359891,7.067275159057862,11.18985233517495,1.1778791931763104,13.54561072152757,18.25712749423281,0.0,0.0,0.0,0.0,0.9063665727377502,40.472482792830625,1.0268986877116597,5.63350478027485,48.62819243014304,4.814814814814815
plot_7629,10.997984619318508,17.413475647254305,29.327958984849356,9.164987182765424,1.8329974365530848,13.747480774148135,29.327958984849356,0.0,0.0,0.0,0.0,1.2693507248130111,15.388011168838089,1.6553225614725897,21.51642755094693,42.065977567975025,4.124242424242424
plot_7518,0.0,0.0,0.0,15.456786688615303,0.0,0.0,7.728393344307651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7517,0.0,1.754826210786215,0.0,1.754826210786215,0.0,0.0,1.754826210786215,0.0,0.0,0.0,0.0,0.0,2.4304343019389076,0.0,2.333918860345666,4.764353162284573,3.25
plot_7628,2.3408020524152398,4.6816041048304795,1.1704010262076199,0.0,0.0,2.3408020524152398,4.6816041048304795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.348039812361308,4.348039812361308,2.1666666666666665
plot_8980,0.0,10.06532395245141,0.0,0.0,0.0,10.06532395245141,10.06532395245141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.773438002797675,18.773438002797675,4.0
plot_16709,9.124137540898946,9.124137540898946,56.569652753573465,12.773792557258524,0.0,7.2993100327191565,32.846895147236204,0.0,0.0,0.0,0.0,10.699216624206768,0.0,0.0,17.096636068236567,37.2944499197136,10.992307692307692
plot_11915,0.0,0.0,0.0,6.863543601804655,2.2878478672682183,2.2878478672682183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9757,2.3258788914861204,0.0,2.3258788914861204,2.3258788914861204,0.0,11.629394457430603,6.9776366744583616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.779221581118687,5.779221581118687,2.0
plot_9766,0.0,5.931796207209506,41.52257345046654,17.79538862162852,0.0,5.931796207209506,0.0,0.0,0.0,0.0,0.0,0.0,8.88105803776232,0.0,7.889288955588643,16.770346993350966,3.25
plot_11033,2.452826023502979,14.716956141017874,49.05652047005958,51.50934649356256,19.622608188023833,26.98108625853277,154.52803948068768,0.0,0.0,0.0,0.0,0.0,0.0,12.844527604401886,102.33845309285795,115.18298069725982,12.065384615384614
plot_11032,86.84187673190334,0.0,15.789432133073333,0.0,0.0,7.894716066536667,31.578864266146667,0.0,0.0,0.0,0.0,11.352881862686282,7.894716066536667,13.105228670450868,0.0,32.35282659967382,12.833333333333334
plot_11222,0.0,0.0,12.803113717256037,0.0,0.0,12.803113717256037,25.606227434512075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9819,5.667376033233493,1.4168440083083733,0.0,5.667376033233493,5.667376033233493,7.084220041541867,1.4168440083083733,0.0,0.0,0.0,0.0,6.58237867569113,3.30124653935851,2.3519610537919,2.882871049492167,15.118457318333707,6.3625
plot_9767,0.0,0.0,0.0,0.0,0.0,16.428723981008392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9765,0.0,0.0,0.0,0.0,21.393119972616805,64.17935991785042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11034,15.4326227124995,3.0865245424999,18.5191472549994,27.7787208824991,0.0,30.865245424999,18.5191472549994,0.0,0.0,0.0,0.0,4.622266481406928,0.0,0.0,17.461581525500883,22.08384800690781,3.4799999999999995
plot_17523,0.0,0.0,0.0,2.1473051320592655,2.1473051320592655,2.1473051320592655,4.294610264118531,0.0,0.0,0.0,0.0,0.0,2.1473051320592655,0.0,7.4351396364561415,9.582444768515408,0.875
plot_10995,70.84820213364954,14.915410975505166,18.644263719381456,7.457705487752583,0.0,14.915410975505166,67.11934938977325,0.0,0.0,0.0,0.0,5.7001728944722245,0.0,0.0,17.800105897377552,23.500278791849777,3.825
plot_11257,0.0,0.0,0.0,1.4304821440066375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11035,0.0,14.767340549640416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.452766661251975,20.452766661251975,3.5
plot_10994,0.0,2.698756682796236,70.16767375270213,13.493783413981179,5.397513365592472,16.192540096777414,24.28881014516612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.301390008925498,15.301390008925498,3.0
plot_11029,65.25627333371324,38.602302535435996,3.676409765279619,38.602302535435996,5.514614647919428,9.191024413199047,41.35960985939571,0.0,0.0,0.0,0.0,0.0,18.4120359079535,1.6352386426730017,8.945327094381282,28.99260164500778,5.715
plot_11030,2.8242125389388306,5.648425077877661,2.8242125389388306,19.769487772571814,5.648425077877661,16.945275233632984,11.296850155755322,0.0,0.0,0.0,0.0,0.0,0.0,4.688192814638459,13.59575916245153,18.28395197708999,8.48
plot_11070,45.88379661740383,37.34727631649149,0.0,29.87782105319319,2.134130075228085,7.469455263298298,23.475430827508937,0.0,0.0,0.0,0.0,0.0,11.499631112923744,0.0,12.67875579592597,24.178386908849713,3.6571428571428575
plot_12120,0.0,0.0,0.0,9.586532838668237,0.0,0.0,0.0,0.0,0.2803201688056404,0.0,0.0,0.0,9.586532838668237,0.0,9.586532838668237,19.173065677336474,0.0
plot_19851,0.0,0.0,0.0,6.79735718752549,0.0,6.79735718752549,13.59471437505098,0.0,0.0,0.0,0.0,0.0,0.0,9.414339704722805,16.21169689224829,25.626036596971097,2.3333333333333335
plot_11217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10470,6.094848024964498,0.0,0.0,2.031616008321499,0.0,10.158080041607496,4.063232016642998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10425,168.91321239147328,33.782642478294655,0.0,0.0,0.0,0.0,33.782642478294655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10427,65.91001964118585,14.646671031374636,51.263348609811224,21.970006547061953,7.323335515687318,8.78800261882478,43.940013094123906,0.0,0.0,0.0,0.0,4.17161878032479,4.137684566363335,5.136884288032221,22.03894189102819,35.48512952574853,7.458823529411765
plot_10426,3.1276878567518964,3.1276878567518964,0.0,3.1276878567518964,3.1276878567518964,0.0,3.1276878567518964,0.0,0.0,0.0,0.0,0.0,0.0,5.191961842208149,5.893728002106095,11.085689844314244,19.0
plot_11500,1.6830540024707235,3.366108004941447,13.464432019765788,5.04916200741217,3.366108004941447,15.14748602223651,6.732216009882894,0.0335566109111276,0.0,0.0,0.0,0.0,0.0,5.730880225909208,12.717158909646574,18.448039135555785,14.357142857142858
plot_10437,0.0,0.0,0.0,16.660446766540492,3.3320893533080986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10438,5.09502216334641,5.09502216334641,18.68174793227017,20.38008865338564,0.0,10.19004432669282,28.87179225896299,0.0,0.0,0.0,0.0,2.599476911548832,0.0,0.0,5.7488833409758655,10.046700973640167,1.58
plot_10439,0.0,0.0,0.0,4.609654460301655,0.0,0.0,4.609654460301655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9301,11.422435948690417,28.556089871726044,0.0,0.0,5.7112179743452085,11.422435948690417,11.422435948690417,0.9921591333234797,0.0,0.0,0.0,0.0,0.0,0.0,33.92813631395067,39.63935428829588,1.1666666666666667
plot_11499,0.0,0.0,0.0,6.906125042300015,0.0,6.906125042300015,0.0,0.9055578743215488,0.0,0.0,0.0,0.0,0.0,0.0,11.057042344101765,11.057042344101765,4.0
plot_11031,14.573647929813312,14.573647929813312,0.0,0.0,0.0,0.0,58.29459171925325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.14237478658014,27.14237478658014,3.9
plot_10436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.115457897550478,9.115457897550478,3.0
plot_11218,4.320214282628418,7.20035713771403,7.20035713771403,17.28085713051367,5.760285710171224,15.840785702970866,25.921285695770507,0.0,0.0,0.0,0.0,4.275583869907504,2.5378344019470758,0.0,27.246749844108145,34.06016811596273,8.086666666666666
plot_20026,1.16359574356677,2.32719148713354,0.0,2.32719148713354,5.81797871783385,1.16359574356677,3.49078723070031,0.0,0.04425209597551829,0.0,0.0,0.0,0.0,3.182355748700625,5.496497726295715,9.84244921856311,9.733333333333333
plot_10435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10386,36.5505982114574,12.183532737152465,0.0,12.183532737152465,24.36706547430493,0.0,12.183532737152465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10466,0.0,8.16199936336405,8.16199936336405,8.16199936336405,8.16199936336405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11256,11.552101904941603,16.365477698667274,0.0,3.8507006349805346,0.9626751587451337,2.8880254762354007,7.701401269961069,0.0,0.0,0.0,0.0,5.551557123304526,5.379527342746245,1.679314754312223,7.473276175731329,24.030643546949374,6.0588235294117645
plot_11521,0.0,0.0,0.0,0.0,10.99565671559734,0.0,10.99565671559734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15721,0.0,0.0,0.0,2.177249915631566,0.0,2.177249915631566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0154911331497187,3.0154911331497187,3.5
plot_15726,0.0,0.0,4.3868499785044355,0.0,0.0,4.3868499785044355,4.3868499785044355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15378,0.0,0.0,4.3868499785044355,0.0,0.0,4.3868499785044355,4.3868499785044355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_17647,0.0,3.4971352633634276,0.0,3.4971352633634276,1.165711754454476,1.165711754454476,2.331423508908952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11949,0.0,4.400401316600074,0.0,13.201203949800222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.094555823491103,0.0,0.0,0.0,6.094555823491103,3.5
plot_9428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034323812748101916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11545,0.0,7.042923094801267,0.0,0.0,7.042923094801267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5214615474006337,3.5214615474006337,0.0
plot_9429,4.868380625143347,9.736761250286694,1.081862361142966,2.704655902857415,2.704655902857415,2.163724722285932,5.950242986286313,0.49566774188561236,0.0,0.0,0.0,1.5680665216979706,3.4781874910746358,1.8381987023142234,6.056788669603786,13.482172565262099,6.711111111111111
plot_18143,1.850433186408938,12.953032304862568,0.0,5.551299559226814,5.551299559226814,1.850433186408938,12.953032304862568,0.888583411521085,0.0,0.0,0.0,2.787444815499012,4.437180044554768,0.0,12.842687339884572,20.067312199938353,3.3285714285714287
plot_18877,1.70894306997951,1.70894306997951,0.0,0.0,1.70894306997951,1.70894306997951,1.70894306997951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18878,1.9190616556128715,3.838123311225743,0.0,1.9190616556128715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8877095008171563,0.0,0.0,0.0,2.8877095008171563,3.5
plot_18879,0.0,0.0,0.0,3.9453334595840044,0.0,0.0,0.0,0.010519532698411944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18337,1.315763504667671,3.9472905140030132,0.0,1.315763504667671,3.9472905140030132,0.0,0.0,0.9814555278439118,0.0,0.0,0.0,1.909665207296018,1.8223324539647243,0.0,1.8223324539647243,5.554330115225468,3.5
plot_19371,0.0,0.0,0.0,0.0,4.565918160482892,0.0,0.0,7.831185533072137e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18953,0.0,0.0,0.0,2.031021827391579,14.217152791741054,2.031021827391579,2.031021827391579,0.9655364396474759,0.0,0.0,0.0,0.0,0.0,3.3714962334700216,2.812965230937337,6.184461464407358,16.75
plot_18954,0.0,0.0,0.0,0.0,0.0,0.0,3.2633241525147176,1.7896190058970397e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18338,0.0,7.4376262072197035,0.0,0.0,0.0,3.7188131036098517,0.0,0.06390238103853574,0.0,0.0,0.0,0.0,2.5752780742498222,0.0,0.0,2.5752780742498222,3.5
plot_18876,6.642863073984888,1.107143845664148,1.107143845664148,0.0,0.0,1.107143845664148,1.107143845664148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.428575382656592,4.428575382656592,0.0
plot_11889,0.0,3.2215975902450023,0.0,9.664792770735007,6.4431951804900045,12.886390360980009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.411430228250186,18.411430228250186,1.3
plot_11890,1.8701656218674727,1.8701656218674727,0.0,1.8701656218674727,1.8701656218674727,3.7403312437349454,1.8701656218674727,0.9710904096196568,0.0,0.0,0.0,0.0,0.0,0.0,8.506701442582925,8.506701442582925,3.0
plot_11891,0.0,0.0,0.0,1.7345452022479704,0.8672726011239852,0.8672726011239852,0.0,0.07004127413562225,0.0,0.0,0.0,0.0,0.0,0.0,2.4023451051134392,2.4023451051134392,3.5
plot_11894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7918,0.0,0.0,0.0,0.0,8.337293547768523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7960,0.0,0.0,0.0,38.88059768451087,0.0,11.963260826003344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78203895579679,10.78203895579679,4.3
plot_11893,4.908119993717606,0.0,4.908119993717606,4.908119993717606,0.0,0.0,9.816239987435212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.45958682183533,16.45958682183533,3.75
plot_7926,0.0,1.5125297968369977,0.0,3.0250595936739955,0.0,1.5125297968369977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.868615611727551,5.868615611727551,2.6666666666666665
plot_7924,35.978988270849825,4.497373533856228,0.0,0.0,0.0,8.994747067712456,22.48686766928114,0.0,0.0,0.0,0.0,20.643616156530484,5.981506800028784,0.0,6.818729194329765,33.443852150889036,3.9
plot_7970,0.0,3.492437127400614,6.984874254801228,3.492437127400614,0.0,0.0,10.477311382201842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18993,0.0,0.0,4.7971293977683755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11544,4.629147426772675,0.0,0.0,2.3145737133863373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3145737133863373,0.0,0.0,2.3145737133863373,0.0
plot_7811,0.0,0.0,0.0,0.0,16.932507026990415,16.932507026990415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.10796166480409,0.0,28.10796166480409,38.0
plot_7798,22.418508720799892,100.88328924359952,22.418508720799892,22.418508720799892,33.62776308119984,0.0,112.09254360399946,0.0,0.0,0.0,0.0,0.0,15.524817289153926,18.607362238263914,51.81897943408723,104.55852119976899,18.416666666666668
plot_7809,2.261844715312915,2.261844715312915,18.09475772250332,6.785534145938745,0.0,9.04737886125166,20.356602437816235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.261844715312915,2.261844715312915,0.0
plot_9402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9427,0.0,2.655301974217018,13.276509871085088,10.621207896868071,2.655301974217018,15.931811845302105,15.931811845302105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.156530051380093,10.156530051380093,2.5
plot_15779,6.204551659097113,6.204551659097113,0.0,18.61365497729134,0.0,0.0,12.409103318194227,0.0,0.00020931902026795815,0.0,0.0,0.0,6.204551659097113,0.0,24.409613910511826,30.61416556960894,1.875
