origin_id,destination_id,flow,dist_m,day_type,t_id
plot_4514,plot_9470,6.598809828620111e-08,0.047410567486376634,weekday,WD_AM
plot_10096,plot_6857,6.579023744340255e-08,0.014009704670681323,weekday,WD_AM
plot_4514,plot_7597,6.577836711385535e-08,0.02530396273491536,weekday,WD_AM
plot_16826,plot_4675,6.571885730195649e-08,0.010829866707394543,weekday,WD_AM
plot_10088,plot_11771,6.57165472287032e-08,0.02055750690720879,weekday,WD_AM
plot_10088,plot_84,6.560017438132572e-08,0.026935759105319805,weekday,WD_AM
plot_17277,plot_9470,6.559361364507352e-08,0.02340948149490955,weekday,WD_AM
plot_8038,plot_4626,6.539435407050896e-08,0.03904474713607524,weekday,WD_AM
plot_17277,plot_7597,6.538513627043377e-08,0.021175258503497274,weekday,WD_AM
plot_10088,plot_18138,6.53765882582797e-08,0.04969747875908226,weekday,WD_AM
plot_4514,plot_6768,6.496386494430163e-08,0.03771458531669,weekday,WD_AM
plot_10088,plot_19016,6.475271159029583e-08,0.03373306305051748,weekday,WD_AM
plot_4514,plot_19015,6.466031634565328e-08,0.03858218710039365,weekday,WD_AM
plot_17040,plot_9470,6.462238002362532e-08,0.014581328701112837,weekday,WD_AM
plot_17277,plot_6768,6.457550329099763e-08,0.01749716915532674,weekday,WD_AM
plot_16826,plot_10944,6.453778525579362e-08,0.017979678008800737,weekday,WD_AM
plot_16826,plot_10528,6.444605332691272e-08,0.017378145406811502,weekday,WD_AM
plot_17040,plot_7597,6.441698953846016e-08,0.028007063149855908,weekday,WD_AM
plot_8038,plot_6857,6.429440539453326e-08,0.03717441608015891,weekday,WD_AM
plot_17277,plot_19015,6.427376934170444e-08,0.00548459446540727,weekday,WD_AM
plot_10096,plot_9470,6.422511714131588e-08,0.01775025718404003,weekday,WD_AM
plot_10096,plot_7597,6.402098928399117e-08,0.03938177226343956,weekday,WD_AM
plot_6567,plot_4823,6.367315734109557e-08,0.025984416099656835,weekday,WD_AM
plot_10088,plot_2210,6.364700884397081e-08,0.014081118098365633,weekday,WD_AM
plot_17040,plot_6768,6.361934465858073e-08,0.01985846245810657,weekday,WD_AM
plot_10088,plot_18609,6.345903643112681e-08,0.037077500293845905,weekday,WD_AM
plot_10088,plot_9099,6.342435779406407e-08,0.020622890536973224,weekday,WD_AM
plot_17040,plot_19015,6.332207843320151e-08,0.03347948186218552,weekday,WD_AM
plot_10096,plot_6768,6.322824788652644e-08,0.027937067692398274,weekday,WD_AM
plot_16826,plot_11771,6.321053503645287e-08,0.01681429322005549,weekday,WD_AM
plot_16826,plot_84,6.309859991118155e-08,0.02013752851394507,weekday,WD_AM
plot_4514,plot_4675,6.296794520381841e-08,0.034658202895422194,weekday,WD_AM
plot_10096,plot_19015,6.293280909055271e-08,0.039298906617486994,weekday,WD_AM
plot_6567,plot_4626,6.291879763470838e-08,0.025104698996199153,weekday,WD_AM
plot_16826,plot_18138,6.288353994439293e-08,0.04241709219689268,weekday,WD_AM
plot_10088,plot_126,6.286563866016774e-08,0.03700406459512768,weekday,WD_AM
plot_8038,plot_9470,6.276487026737791e-08,0.02831162533307643,weekday,WD_AM
plot_10088,plot_10425,6.27308203952135e-08,0.02637718771400689,weekday,WD_AM
plot_17277,plot_4675,6.259151539433163e-08,0.036109306566871016,weekday,WD_AM
plot_8038,plot_7597,6.256538353923771e-08,0.032980645868903265,weekday,WD_AM
plot_10088,plot_10150,6.248767542927555e-08,0.0408375433761647,weekday,WD_AM
plot_16826,plot_19016,6.228345397452634e-08,0.025344332173097325,weekday,WD_AM
plot_10088,plot_10114,6.218338847137467e-08,0.011893855617920729,weekday,WD_AM
plot_10088,plot_4863,6.21442506314898e-08,0.012356820911950589,weekday,WD_AM
plot_10088,plot_10935,6.190902427704167e-08,0.03344907453966045,weekday,WD_AM
plot_10088,plot_6203,6.186098427422061e-08,0.02205117160266315,weekday,WD_AM
plot_6567,plot_6857,6.186048841006703e-08,0.03185108582278308,weekday,WD_AM
plot_4514,plot_10944,6.183631140892692e-08,0.047458650807832604,weekday,WD_AM
plot_10088,plot_18545,6.179104372244796e-08,0.039481902710486086,weekday,WD_AM
plot_8038,plot_6768,6.179066621395865e-08,0.026536404942082155,weekday,WD_AM
plot_10088,plot_18079,6.177983533995277e-08,0.0461441880549368,weekday,WD_AM
plot_4514,plot_10528,6.17484192679441e-08,0.03432030611547031,weekday,WD_AM
plot_17040,plot_4675,6.166473333750965e-08,0.013362645745881998,weekday,WD_AM
plot_10088,plot_11569,6.161065912938877e-08,0.01806666082262394,weekday,WD_AM
plot_10088,plot_18112,6.154994304444088e-08,0.049659666631981715,weekday,WD_AM
plot_8038,plot_19015,6.150194462766025e-08,0.017510927535970448,weekday,WD_AM
plot_8701,plot_4823,6.149158531817133e-08,0.04044614131323435,weekday,WD_AM
plot_10088,plot_14797,6.146752561430707e-08,0.013238061247783496,weekday,WD_AM
plot_17277,plot_10944,6.146664663984982e-08,0.014333122848147506,weekday,WD_AM
plot_17277,plot_10528,6.137927992846103e-08,0.013316081337239586,weekday,WD_AM
plot_10088,plot_18088,6.135867661447473e-08,0.05175020035864886,weekday,WD_AM
plot_10096,plot_4675,6.128565244179602e-08,0.028555489676409255,weekday,WD_AM
plot_10088,plot_6607,6.124180622648176e-08,0.04230671341146407,weekday,WD_AM
plot_16826,plot_2210,6.121991571614456e-08,0.020904151308534544,weekday,WD_AM
plot_10088,plot_1268,6.117199143108897e-08,0.04206309065772697,weekday,WD_AM
plot_10088,plot_11693,6.116091554133836e-08,0.022473011235703597,weekday,WD_AM
plot_10088,plot_10605,6.115746119993367e-08,0.032715460825884134,weekday,WD_AM
plot_10088,plot_1216,6.11219914643298e-08,0.05100845907101713,weekday,WD_AM
plot_10088,plot_17101,6.11218756647159e-08,0.04879650917359997,weekday,WD_AM
plot_10088,plot_12012,6.105008195657217e-08,0.03655249974187722,weekday,WD_AM
plot_16826,plot_18609,6.103911137859146e-08,0.02928245466572591,weekday,WD_AM
plot_16826,plot_9099,6.100575516473802e-08,0.021723393942244686,weekday,WD_AM
plot_10088,plot_18943,6.083007615211013e-08,0.04878645945967296,weekday,WD_AM
plot_8701,plot_4626,6.076307151136564e-08,0.039018852934957285,weekday,WD_AM
plot_10088,plot_18697,6.072676008956679e-08,0.04888204475070132,weekday,WD_AM
plot_4514,plot_11771,6.056461828287015e-08,0.052006614830900855,weekday,WD_AM
plot_17040,plot_10944,6.055652032576496e-08,0.024245054441888486,weekday,WD_AM
plot_10088,plot_6432,6.053041865318355e-08,0.0429355560491467,weekday,WD_AM
plot_10088,plot_10856,6.051151527941996e-08,0.021543754661152433,weekday,WD_AM
plot_17040,plot_10528,6.047044723859933e-08,0.026387051359528367,weekday,WD_AM
plot_16826,plot_126,6.046834203398143e-08,0.028969772164282044,weekday,WD_AM
plot_4514,plot_84,6.045736862692918e-08,0.0202505669730507,weekday,WD_AM
plot_10088,plot_6767,6.042017491906117e-08,0.01731946175895178,weekday,WD_AM
plot_10088,plot_4165,6.041340535962364e-08,0.052779695195118895,weekday,WD_AM
plot_6567,plot_9470,6.038885507858858e-08,0.025587140990157537,weekday,WD_AM
plot_10088,plot_192,6.036226284450877e-08,0.049400463520089144,weekday,WD_AM
plot_16826,plot_10425,6.033866488233821e-08,0.023103479216129215,weekday,WD_AM
plot_10088,plot_18884,6.026635708544849e-08,0.04891250641584634,weekday,WD_AM
plot_4514,plot_18138,6.025131081095014e-08,0.00700856843869893,weekday,WD_AM
plot_17277,plot_11771,6.020255584541779e-08,0.021487196384131727,weekday,WD_AM
plot_6567,plot_7597,6.019692008271524e-08,0.013208518918484182,weekday,WD_AM
plot_10096,plot_10944,6.018425211468314e-08,0.0260672682776667,weekday,WD_AM
plot_16826,plot_10150,6.010479192284039e-08,0.032268302575907286,weekday,WD_AM
plot_10096,plot_10528,6.009870815756015e-08,0.03457049412924349,weekday,WD_AM
plot_17277,plot_84,6.009594734058033e-08,0.030855333749128317,weekday,WD_AM
plot_10088,plot_776,6.005620714173437e-08,0.04032231412319719,weekday,WD_AM
plot_8038,plot_4675,5.989223836364852e-08,0.04544599593011843,weekday,WD_AM
plot_17277,plot_18138,5.989112136254932e-08,0.04101065162368864,weekday,WD_AM
plot_16826,plot_10114,5.98121085390559e-08,0.01606997900091404,weekday,WD_AM
plot_10088,plot_14904,5.979911315036449e-08,0.05045479328002886,weekday,WD_AM
plot_16826,plot_4863,5.977446316808584e-08,0.011842084915249428,weekday,WD_AM
plot_8701,plot_6857,5.974102211570862e-08,0.03655397163237224,weekday,WD_AM
plot_4514,plot_19016,5.967634371597274e-08,0.039440079111733785,weekday,WD_AM
plot_16826,plot_10935,5.954820685447287e-08,0.028557504990632393,weekday,WD_AM
plot_16826,plot_6203,5.950199879258392e-08,0.013263566092123563,weekday,WD_AM
plot_10088,plot_18292,5.9486625902711445e-08,0.03835173068128306,weekday,WD_AM
plot_9181,plot_4823,5.947745782805167e-08,0.027431724626240495,weekday,WD_AM
plot_6567,plot_6768,5.945153031159248e-08,0.01612705217514762,weekday,WD_AM
plot_16826,plot_18545,5.943472532973889e-08,0.03161327315559729,weekday,WD_AM
plot_16826,plot_18079,5.942394436384383e-08,0.03727326527847695,weekday,WD_AM
plot_10088,plot_11773,5.939619605146571e-08,0.02488604050165672,weekday,WD_AM
plot_17277,plot_19016,5.931959148873776e-08,0.004584803151715604,weekday,WD_AM
plot_10088,plot_6844,5.931144230620269e-08,0.02053236005577697,weekday,WD_AM
plot_17040,plot_11771,5.93111467114346e-08,0.02043686253121896,weekday,WD_AM
plot_16826,plot_11569,5.9261219460662664e-08,0.009196121609130721,weekday,WD_AM
plot_10088,plot_8710,5.920752257461608e-08,0.04621614967195058,weekday,WD_AM
plot_17040,plot_84,5.9206116740824444e-08,0.027354826264116006,weekday,WD_AM
plot_16826,plot_18112,5.92028187019996e-08,0.04082968263469474,weekday,WD_AM
plot_10088,plot_668,5.919907956981898e-08,0.03221779925848695,weekday,WD_AM
plot_10088,plot_6554,5.919740658957445e-08,0.0445696448825848,weekday,WD_AM
plot_6567,plot_19015,5.9173738515660166e-08,0.005641462485911369,weekday,WD_AM
plot_16826,plot_14797,5.912354414977827e-08,0.005294811295035952,weekday,WD_AM
plot_16826,plot_18088,5.901884596023949e-08,0.04299059482596765,weekday,WD_AM
plot_10088,plot_17255,5.9017235026406e-08,0.046269246246939996,weekday,WD_AM
plot_17040,plot_18138,5.900432358665164e-08,0.05011191373365928,weekday,WD_AM
plot_10096,plot_11771,5.8946534372999384e-08,0.019176585718260395,weekday,WD_AM
plot_16826,plot_6607,5.890643226739521e-08,0.03349488625342706,weekday,WD_AM
plot_16314,plot_4823,5.887903434409551e-08,0.0249324235438517,weekday,WD_AM
plot_10096,plot_84,5.8842150068934446e-08,0.041192951425327626,weekday,WD_AM
plot_16826,plot_1268,5.883927976537954e-08,0.036379889949396164,weekday,WD_AM
plot_16826,plot_11693,5.8828626239796334e-08,0.020737981922309363,weekday,WD_AM
plot_16826,plot_10605,5.882530362505779e-08,0.029279988320011774,weekday,WD_AM
plot_10086,plot_4823,5.8819049504275326e-08,0.02951707983133655,weekday,WD_AM
plot_8038,plot_10944,5.881587989642176e-08,0.018562303117880187,weekday,WD_AM
plot_16826,plot_1216,5.879118648014267e-08,0.043562831667487416,weekday,WD_AM
plot_16826,plot_17101,5.879107509639137e-08,0.04004292622798177,weekday,WD_AM
plot_9181,plot_4626,5.877280614282939e-08,0.02670078854641255,weekday,WD_AM
plot_10088,plot_18753,5.8765956349188576e-08,0.04194955839791158,weekday,WD_AM
plot_8038,plot_10528,5.8732280899487735e-08,0.024368192944904363,weekday,WD_AM
plot_16826,plot_12012,5.8722019144802464e-08,0.027688026846456926,weekday,WD_AM
plot_10088,plot_4482,5.868043600571014e-08,0.017698913210981822,weekday,WD_AM
plot_4514,plot_2210,5.8657323886272285e-08,0.04901046947347474,weekday,WD_AM
plot_10096,plot_18138,5.864159742818792e-08,0.06347706889892385,weekday,WD_AM
plot_8988,plot_4823,5.8546118769576355e-08,0.020151113099025418,weekday,WD_AM
plot_10088,plot_17074,5.852737485603969e-08,0.03808763831219212,weekday,WD_AM
plot_16826,plot_18943,5.851040296596133e-08,0.041427814709690064,weekday,WD_AM
plot_10088,plot_17758,5.850567619396156e-08,0.02096661518939577,weekday,WD_AM
plot_10088,plot_16120,5.848640746230468e-08,0.019465219929143025,weekday,WD_AM
plot_16315,plot_4823,5.848459528072032e-08,0.02365563696057162,weekday,WD_AM
plot_4514,plot_18609,5.848408780020726e-08,0.0455246259772653,weekday,WD_AM
plot_4514,plot_9099,5.845212783723227e-08,0.060919795982337,weekday,WD_AM
plot_17040,plot_19016,5.844125625969887e-08,0.033891167072414415,weekday,WD_AM
plot_16322,plot_4823,5.841441476862293e-08,0.027708547960882495,weekday,WD_AM
plot_16826,plot_18697,5.8411026722585405e-08,0.0408487815967602,weekday,WD_AM
plot_10120,plot_4823,5.83624466967082e-08,0.02408272696892405,weekday,WD_AM
plot_8701,plot_9470,5.8319809938732646e-08,0.027677572160146276,weekday,WD_AM
plot_17277,plot_2210,5.8306663479869565e-08,0.04931556699188238,weekday,WD_AM
plot_10088,plot_4196,5.8284658550547016e-08,0.054249731342833944,weekday,WD_AM
plot_10088,plot_11497,5.8231556807224125e-08,0.02779757093164607,weekday,WD_AM
plot_16826,plot_6432,5.82221725029561e-08,0.034133305679054204,weekday,WD_AM
plot_16826,plot_10856,5.8203989983941036e-08,0.021212014096969743,weekday,WD_AM
plot_9816,plot_4823,5.81922094047949e-08,0.015166848259596568,weekday,WD_AM
plot_16314,plot_4626,5.818147240567556e-08,0.024090997920378377,weekday,WD_AM
plot_17277,plot_18609,5.813446301957671e-08,0.0017972630998308093,weekday,WD_AM
plot_8701,plot_7597,5.813445102663938e-08,0.03352831417906444,weekday,WD_AM
plot_10086,plot_4626,5.81221982286848e-08,0.028601381035184628,weekday,WD_AM
plot_16826,plot_6767,5.811613276544463e-08,0.008860235257032263,weekday,WD_AM
plot_16826,plot_4165,5.8109621354056606e-08,0.04464631945076776,weekday,WD_AM
plot_17277,plot_9099,5.810269411703309e-08,0.03252998614217722,weekday,WD_AM
plot_10096,plot_19016,5.808199152975509e-08,0.03937228441251324,weekday,WD_AM
plot_16826,plot_192,5.806042909000977e-08,0.04208960577921661,weekday,WD_AM
plot_10088,plot_4923,5.8059840319205445e-08,0.016930789838640187,weekday,WD_AM
plot_10088,plot_19091,5.798240965286391e-08,0.05039689403961602,weekday,WD_AM
plot_16826,plot_18884,5.796818056815451e-08,0.04004428404816864,weekday,WD_AM
plot_4514,plot_126,5.793721017191422e-08,0.015995489778368854,weekday,WD_AM
plot_16285,plot_4823,5.789284952843581e-08,0.022301049525981595,weekday,WD_AM
plot_8988,plot_4626,5.785250100646563e-08,0.019530495547219962,weekday,WD_AM
plot_10094,plot_4823,5.783825893486774e-08,0.01150469140176457,weekday,WD_AM
plot_10088,plot_9733,5.7829814116373436e-08,0.003954186446036283,weekday,WD_AM
plot_4514,plot_10425,5.781296114942531e-08,0.057048221140804746,weekday,WD_AM
plot_16315,plot_4626,5.7791706409389544e-08,0.022660189584380527,weekday,WD_AM
plot_9181,plot_6857,5.7784233486687246e-08,0.013330600890429865,weekday,WD_AM
plot_16826,plot_776,5.776604441005997e-08,0.03354935774675801,weekday,WD_AM
plot_16322,plot_4626,5.772235735206384e-08,0.026963631796368598,weekday,WD_AM
plot_10088,plot_5206,5.771949864110923e-08,0.026662538282198885,weekday,WD_AM
plot_16632,plot_4823,5.770842593518272e-08,0.010361810848012838,weekday,WD_AM
plot_10120,plot_4626,5.76710049653312e-08,0.023315092044639968,weekday,WD_AM
plot_6567,plot_4675,5.7624968990886304e-08,0.03176146588194621,weekday,WD_AM
plot_8038,plot_11771,5.7606303379597644e-08,0.023677051181476592,weekday,WD_AM
plot_17277,plot_126,5.7590854690301844e-08,0.02777734400567976,weekday,WD_AM
plot_4514,plot_10150,5.7588877829920034e-08,0.03930515943346141,weekday,WD_AM
plot_10088,plot_12335,5.753198255160447e-08,0.034133628631154225,weekday,WD_AM
plot_10088,plot_3450,5.752646124019277e-08,0.044119351384623265,weekday,WD_AM
plot_16826,plot_14904,5.7518754352464704e-08,0.04227543811246232,weekday,WD_AM
plot_16269,plot_4823,5.751514901075078e-08,0.017281626216597,weekday,WD_AM
plot_8038,plot_84,5.7504292397069257e-08,0.04248039026716048,weekday,WD_AM
plot_9816,plot_4626,5.7502784538277546e-08,0.014628600507903556,weekday,WD_AM
plot_17277,plot_10425,5.746734844313635e-08,0.021899322190663012,weekday,WD_AM
plot_10088,plot_11485,5.745667107845906e-08,0.025384680715148038,weekday,WD_AM
plot_17040,plot_2210,5.744332650574681e-08,0.014190311289753798,weekday,WD_AM
plot_8701,plot_6768,5.741459982685126e-08,0.02650969700109756,weekday,WD_AM
plot_16216,plot_4823,5.740492879156995e-08,0.0183981339436906,weekday,WD_AM
plot_10088,plot_18056,5.736114286035234e-08,0.026228815758438592,weekday,WD_AM
plot_4514,plot_10114,5.7308445819553034e-08,0.0564571214162506,weekday,WD_AM
plot_8038,plot_18138,5.730829959801312e-08,0.052890576318468614,weekday,WD_AM
plot_11624,plot_4823,5.7290487975715316e-08,0.014667368465063224,weekday,WD_AM
plot_17040,plot_18609,5.727367578875015e-08,0.037170886031950415,weekday,WD_AM
plot_4514,plot_4863,5.7272376238404853e-08,0.036149583009764175,weekday,WD_AM
plot_17277,plot_10150,5.724460472016704e-08,0.007575794430285564,weekday,WD_AM
plot_17040,plot_9099,5.724237728301123e-08,0.020293956389524526,weekday,WD_AM
plot_6676,plot_4823,5.723412668065189e-08,0.014448376346494457,weekday,WD_AM
plot_16826,plot_18292,5.721818338595491e-08,0.029700418883577002,weekday,WD_AM
plot_16285,plot_4626,5.720697129032302e-08,0.021212305761751343,weekday,WD_AM
plot_16314,plot_6857,5.720284612442292e-08,0.031290839174750874,weekday,WD_AM
plot_10088,plot_18457,5.717656507558664e-08,0.04839547016581775,weekday,WD_AM
plot_10094,plot_4626,5.715302745193179e-08,0.010576129164299957,weekday,WD_AM
plot_8701,plot_19015,5.7146325743492184e-08,0.018247250014456987,weekday,WD_AM
plot_10086,plot_6857,5.714456895326587e-08,0.01430394052349602,weekday,WD_AM
plot_16826,plot_11773,5.7131201955530455e-08,0.0162315528228246,weekday,WD_AM
plot_10088,plot_4677,5.7107753823846084e-08,0.013806632399324071,weekday,WD_AM
plot_10096,plot_2210,5.709019649956671e-08,0.02512813305619773,weekday,WD_AM
plot_17081,plot_4823,5.707621371086615e-08,0.009473047886500018,weekday,WD_AM
plot_4514,plot_10935,5.705559074117472e-08,0.057256034958857976,weekday,WD_AM
plot_16826,plot_6844,5.704968018041688e-08,0.011827376216647204,weekday,WD_AM
plot_16632,plot_4626,5.7024732632346686e-08,0.008907601581796681,weekday,WD_AM
plot_4514,plot_6203,5.701131689302139e-08,0.030889199096769227,weekday,WD_AM
plot_17277,plot_10114,5.6965849165461636e-08,0.035868592688451016,weekday,WD_AM
plot_10088,plot_6841,5.696317136938036e-08,0.01856475207482686,weekday,WD_AM
plot_16826,plot_8710,5.694972328810521e-08,0.03882097105135734,weekday,WD_AM
plot_4514,plot_18545,5.6946859416187394e-08,0.04604120875747913,weekday,WD_AM
plot_16826,plot_668,5.6941602245946935e-08,0.027742165664744595,weekday,WD_AM
plot_16826,plot_6554,5.693999306255521e-08,0.03572752179161035,weekday,WD_AM
plot_4514,plot_18079,5.693652972852095e-08,0.03080124853118442,weekday,WD_AM
plot_17277,plot_4863,5.69299952125274e-08,0.038018693279230395,weekday,WD_AM
plot_10096,plot_18609,5.692158870195488e-08,0.040340771131074746,weekday,WD_AM
plot_16849,plot_4823,5.689075822626297e-08,0.0077512366922941785,weekday,WD_AM
plot_16169,plot_4823,5.689060515378442e-08,0.007751434912962524,weekday,WD_AM
plot_10096,plot_9099,5.6890482602230675e-08,0.01062843070495145,weekday,WD_AM
plot_8988,plot_6857,5.6879408102828496e-08,0.007957708068272985,weekday,WD_AM
plot_16269,plot_4626,5.68337455319168e-08,0.015932473006411384,weekday,WD_AM
plot_10088,plot_19904,5.6831493867568145e-08,0.022367092418322094,weekday,WD_AM
plot_16315,plot_6857,5.6819636085415615e-08,0.02863493495052315,weekday,WD_AM
plot_4514,plot_11569,5.678061629351206e-08,0.035023934973817755,weekday,WD_AM
plot_16826,plot_17255,5.676669209976121e-08,0.040106094146527084,weekday,WD_AM
plot_8038,plot_19016,5.676141711372407e-08,0.01661490597866872,weekday,WD_AM
plot_16322,plot_6857,5.67514534958205e-08,0.03466337577171164,weekday,WD_AM
plot_17040,plot_126,5.673811657671325e-08,0.037385313593984865,weekday,WD_AM
plot_16216,plot_4626,5.672483113289083e-08,0.016882088297953738,weekday,WD_AM
plot_4514,plot_18112,5.6724660120164995e-08,0.036610853304039834,weekday,WD_AM
plot_17277,plot_10935,5.671450568459017e-08,0.016845120541282326,weekday,WD_AM
plot_10120,plot_6857,5.6700964868514756e-08,0.009939063334633205,weekday,WD_AM
plot_17277,plot_6203,5.66704965107274e-08,0.020045208868952665,weekday,WD_AM
plot_4514,plot_14797,5.664870390508059e-08,0.03511002967600125,weekday,WD_AM
plot_17040,plot_10425,5.661643906580789e-08,0.02621233570096227,weekday,WD_AM
plot_11624,plot_4626,5.661174614017819e-08,0.013152779084282907,weekday,WD_AM
plot_11058,plot_4823,5.660785228748993e-08,0.018924838566550365,weekday,WD_AM
plot_17277,plot_18545,5.660642436829881e-08,0.003320417680052866,weekday,WD_AM
plot_17277,plot_18079,5.6596156432724625e-08,0.019138359416617366,weekday,WD_AM
plot_6567,plot_10944,5.658935694846401e-08,0.019251494112661624,weekday,WD_AM
plot_6676,plot_4626,5.655605257845438e-08,0.012930745724820265,weekday,WD_AM
plot_4514,plot_18088,5.6548388255471446e-08,0.04014246392300741,weekday,WD_AM
plot_9816,plot_6857,5.653557394927779e-08,0.00639278574644119,weekday,WD_AM
plot_16826,plot_18753,5.652499559713016e-08,0.033709566427500254,weekday,WD_AM
plot_6567,plot_10528,5.650892265952089e-08,0.009454148520614531,weekday,WD_AM
plot_16168,plot_4823,5.64976416498456e-08,0.02090891622251091,weekday,WD_AM
plot_16826,plot_4482,5.644273645699368e-08,0.016493249538521913,weekday,WD_AM
plot_17277,plot_11569,5.6441175066635025e-08,0.020743429621213984,weekday,WD_AM
plot_4514,plot_6607,5.644068006421889e-08,0.03462480155856455,weekday,WD_AM
plot_9181,plot_9470,5.640957243536741e-08,0.01976398976826128,weekday,WD_AM
plot_17081,plot_4626,5.6400010462675196e-08,0.008155486095260024,weekday,WD_AM
plot_17040,plot_10150,5.639699347173699e-08,0.04101717148317625,weekday,WD_AM
plot_10096,plot_126,5.638932181366314e-08,0.049716799197957,weekday,WD_AM
plot_17277,plot_18112,5.638555340589759e-08,0.018465159032340053,weekday,WD_AM
plot_4514,plot_1268,5.637633848493985e-08,0.006630140258693626,weekday,WD_AM
plot_4514,plot_11693,5.636613090308753e-08,0.05750273090879686,weekday,WD_AM
plot_4514,plot_10605,5.6362947368994286e-08,0.061302376718846995,weekday,WD_AM
plot_4514,plot_1216,5.6330258326614023e-08,0.008951680169106264,weekday,WD_AM
plot_4514,plot_17101,5.633015160525222e-08,0.025584894826826222,weekday,WD_AM
plot_10088,plot_9726,5.6316926576815094e-08,0.04723026830095203,weekday,WD_AM
plot_17277,plot_14797,5.631005126603322e-08,0.027295133322444765,weekday,WD_AM
plot_10088,plot_16041,5.630904108673087e-08,0.015177285351799644,weekday,WD_AM
plot_10088,plot_12611,5.630192668963558e-08,0.028181587184900173,weekday,WD_AM
plot_16826,plot_17074,5.6295512088520786e-08,0.029381664388704355,weekday,WD_AM
plot_16826,plot_17758,5.6274640875753615e-08,0.012143675735550176,weekday,WD_AM
plot_10096,plot_10425,5.62683923092329e-08,0.021964823480503295,weekday,WD_AM
plot_4514,plot_12012,5.626398625250318e-08,0.03104774463708972,weekday,WD_AM
plot_16826,plot_16120,5.62561069312774e-08,0.018249243294997424,weekday,WD_AM
plot_16285,plot_6857,5.624473635090415e-08,0.026449823590539687,weekday,WD_AM
plot_9181,plot_7597,5.623028486585626e-08,0.03907640807815094,weekday,WD_AM
plot_16849,plot_4626,5.62167521385515e-08,0.006637015763883524,weekday,WD_AM
plot_16169,plot_4626,5.621660087957985e-08,0.006637265219950114,weekday,WD_AM
plot_10088,plot_19508,5.6214371665116726e-08,0.01242878822090105,weekday,WD_AM
plot_17277,plot_18088,5.621033531521921e-08,0.018691669605733676,weekday,WD_AM
plot_10094,plot_6857,5.619169986077652e-08,0.004448412148173841,weekday,WD_AM
plot_17040,plot_10114,5.612236540371589e-08,0.011497429090883833,weekday,WD_AM
plot_17277,plot_6607,5.610327101624838e-08,0.012723615497561224,weekday,WD_AM
plot_17040,plot_4863,5.608704233424142e-08,0.012791684410197237,weekday,WD_AM
plot_16632,plot_6857,5.6065562990741404e-08,0.007669887394222887,weekday,WD_AM
plot_16826,plot_4196,5.606205144307832e-08,0.04593854123674293,weekday,WD_AM
plot_4514,plot_18943,5.606122807166193e-08,0.007341219589414994,weekday,WD_AM
plot_10096,plot_10150,5.605029574608871e-08,0.046715004663274,weekday,WD_AM
plot_17277,plot_1268,5.60393140785255e-08,0.04402062463039103,weekday,WD_AM
