unit_id,timestamp,hour,o_arrive,o_leave,o_stay,poi_cat_1,poi_cat_2,poi_cat_3,poi_cat_4,poi_cat_5,poi_cat_6,poi_cat_7,poi_cat_8,poi_cat_9
plot_10552,2021-04-01 03:00:00,3,1.213485460243705,1.1689516595303233,4.254568212827973,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
plot_10499,2021-04-01 03:00:00,3,1.4827749080579478,1.450626905754359,4.75132302311484,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
plot_10500,2021-04-01 03:00:00,3,1.636773769280636,1.3732680174277325,4.602894626944483,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
plot_10549,2021-04-01 03:00:00,3,2.10379300645344,2.3622870093496373,6.866450692829168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
plot_19877,2021-04-01 03:00:00,3,1.282942117373907,1.6659926564415215,4.327617664345877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
plot_11486,2021-04-01 03:00:00,3,1.4571405142292506,1.2374841525145845,4.751345487686764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
plot_10648,2021-04-01 04:00:00,4,1.8227666204732151,1.5967578370475932,6.043284701716487,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0
plot_10810,2021-04-01 04:00:00,4,1.7187723751294834,1.6753285288645365,5.437344923918257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
plot_10650,2021-04-01 04:00:00,4,1.379094030532286,1.3925586132975514,4.506376777410406,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
plot_10846,2021-04-01 04:00:00,4,1.4440459468005002,1.6237882918748758,5.754594117606722,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0
plot_10849,2021-04-01 04:00:00,4,1.4282938684322626,1.6065530268880377,4.580267174693529,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
plot_10847,2021-04-01 04:00:00,4,1.6400145027939799,1.7557915492111948,6.393473735003728,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
plot_10605,2021-04-01 04:00:00,4,1.403511150181933,1.4822774177557934,4.887157690590054,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
plot_10646,2021-04-01 04:00:00,4,2.3357575989596846,2.6398831482393814,8.000764802864088,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
plot_10604,2021-04-01 04:00:00,4,2.2825244543321,1.6517850145590058,5.635548233290265,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
plot_10552,2021-04-01 04:00:00,4,1.8187249047960532,1.683170522679947,6.020703690134725,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
plot_10499,2021-04-01 04:00:00,4,2.2926338850572368,2.04674453338096,6.3515805277669015,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
plot_10500,2021-04-01 04:00:00,4,2.6943599593097516,1.9539205531224613,6.79626687676475,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
plot_10549,2021-04-01 04:00:00,4,2.360621855539024,2.3413111737680388,8.303843194961344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
plot_19877,2021-04-01 04:00:00,4,1.573275162939797,1.8553372105966623,5.1563878115402595,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
plot_11486,2021-04-01 04:00:00,4,1.7554558394871707,1.811577081219892,5.807224817702235,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
plot_10648,2021-04-01 05:00:00,5,2.1476404578407333,1.9623766580176565,5.840987568983939,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
plot_10810,2021-04-01 05:00:00,5,3.4441662809827176,2.6513467073172436,9.513166891814564,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0
plot_10650,2021-04-01 05:00:00,5,2.4322824592977597,2.180784308682747,8.476740837762636,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
plot_10846,2021-04-01 05:00:00,5,1.940314564651758,2.4453163398805513,7.333497623866295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10849,2021-04-01 05:00:00,5,2.5047497218877224,2.439146594661193,7.1950749213463325,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
plot_10847,2021-04-01 05:00:00,5,2.710800613737868,3.0679577887238474,8.7572772777487,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
plot_10605,2021-04-01 05:00:00,5,2.425952918567993,2.1470077546201933,7.008735288940919,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
plot_10646,2021-04-01 05:00:00,5,2.86918484506186,3.1291163875277044,9.258685146918737,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
plot_10604,2021-04-01 05:00:00,5,2.3732913705620273,1.6698289538145725,6.0004564748767395,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0
plot_10552,2021-04-01 05:00:00,5,3.6585525097019973,4.233111775712144,10.981570477161217,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0
plot_10499,2021-04-01 05:00:00,5,1.7433623845256232,1.6498695041722953,5.176661340303145,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
plot_10500,2021-04-01 05:00:00,5,3.650901699608968,3.780018089414057,10.652083822921055,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
plot_10549,2021-04-01 05:00:00,5,2.4929455819750093,2.1782680320981105,8.977630178459142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
plot_19877,2021-04-01 05:00:00,5,2.7196348615108317,2.3590442411104675,8.92514644435622,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
plot_11486,2021-04-01 05:00:00,5,2.532738170623493,2.750167129357521,8.563076901350076,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
plot_10648,2021-04-01 06:00:00,6,3.212244325908867,3.035876777199449,10.012492927305935,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
plot_10810,2021-04-01 06:00:00,6,2.7665184316561895,2.639508938343819,8.717144408630512,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
plot_10650,2021-04-01 06:00:00,6,3.3347545433381427,3.1798476895444296,8.791003711303492,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0
plot_10846,2021-04-01 06:00:00,6,2.6087690161937487,2.532892423900228,8.120257710110932,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10849,2021-04-01 06:00:00,6,3.721226992602694,3.4270152126076137,9.149532034059831,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
plot_10847,2021-04-01 06:00:00,6,3.714765007438488,3.5484846533034875,9.240004175189188,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
plot_10605,2021-04-01 06:00:00,6,3.82143046725248,3.006234534212677,9.627776206051896,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
plot_10646,2021-04-01 06:00:00,6,3.9913181576233168,2.978658161222847,10.308484465899966,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
plot_10604,2021-04-01 06:00:00,6,2.934286539156622,2.7134665566148737,7.821047455065032,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0
plot_10552,2021-04-01 06:00:00,6,3.107285832523476,2.878590416585793,9.01908985932013,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
plot_10499,2021-04-01 06:00:00,6,3.738198574710048,2.4369216790930714,8.688154016201878,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0
plot_10500,2021-04-01 06:00:00,6,3.3961192358865593,3.078175345910051,11.454516453448223,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0
plot_10549,2021-04-01 06:00:00,6,3.4673152369891223,3.589380123365885,10.158750140015883,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
plot_19877,2021-04-01 06:00:00,6,3.5222181170233338,3.8296904717112814,11.369544937990037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11486,2021-04-01 06:00:00,6,3.9561178715587397,4.163216723150086,12.697433127677233,0.0,1.0,1.0,6.0,2.0,5.0,1.0,2.0,2.0
plot_10648,2021-04-01 07:00:00,7,2.7052266164626504,2.6244551821491373,10.206511968802234,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
plot_10810,2021-04-01 07:00:00,7,3.5708517618870297,4.111217112197701,12.287815409316437,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0
plot_10650,2021-04-01 07:00:00,7,3.9787967527929724,3.436013186148805,13.01867652773634,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
plot_10846,2021-04-01 07:00:00,7,3.8866198276631008,3.8539670148684206,9.704142317645765,0.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0
plot_10849,2021-04-01 07:00:00,7,2.8556697698468625,3.2655432968043145,9.099511929498581,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
plot_10847,2021-04-01 07:00:00,7,3.520688401862096,3.4050195332163136,12.354179721147155,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
plot_10605,2021-04-01 07:00:00,7,4.131029029979198,3.553231608339261,12.209547608374606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
plot_10646,2021-04-01 07:00:00,7,3.41680913912956,2.7874428730573273,11.182342792174762,0.0,2.0,4.0,2.0,2.0,2.0,3.0,0.0,2.0
plot_10604,2021-04-01 07:00:00,7,3.5364266742350305,4.093012202192534,10.948752524367455,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
plot_10552,2021-04-01 07:00:00,7,5.388408658613469,4.885484327957981,17.540245461433095,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0
plot_10499,2021-04-01 07:00:00,7,4.46934880431053,3.6219017719101556,13.531395154595028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10500,2021-04-01 07:00:00,7,3.995247679394122,3.7628035088457703,11.759546314099817,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
plot_10549,2021-04-01 07:00:00,7,4.902118037519143,3.8139900399090716,14.225412480404849,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
plot_19877,2021-04-01 07:00:00,7,4.544562474412153,4.549621321601439,14.821408911983244,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0
plot_11486,2021-04-01 07:00:00,7,3.577422646677851,4.124857754540598,13.245550213104492,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
plot_10648,2021-04-01 08:00:00,8,4.164515771840356,3.463174796208022,11.77451597331834,2.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0
plot_10810,2021-04-01 08:00:00,8,3.474368921443951,3.7587387202085014,10.235923222318323,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
plot_10650,2021-04-01 08:00:00,8,5.202364902533507,4.204016647787401,14.23220760503123,0.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0
plot_10846,2021-04-01 08:00:00,8,3.2487152172165112,3.581714286779289,9.80096413248712,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
plot_10849,2021-04-01 08:00:00,8,4.503087719629505,4.658792497614462,13.00817196613775,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
plot_10847,2021-04-01 08:00:00,8,4.095403993113528,4.584231110293111,11.154236811278118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
plot_10605,2021-04-01 08:00:00,8,4.354036635894336,4.6895853233486,15.849120018732346,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
plot_10646,2021-04-01 08:00:00,8,3.433310669092352,3.7230219476943462,11.352732161689259,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0
plot_10604,2021-04-01 08:00:00,8,5.910688292743877,4.384832284653637,14.479355709010942,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10552,2021-04-01 08:00:00,8,6.140189854153784,4.377667991215705,14.439323930804072,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
plot_10499,2021-04-01 08:00:00,8,4.940104957395395,3.9373750174339612,14.112617060802835,0.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0
plot_10500,2021-04-01 08:00:00,8,3.024977853345789,2.9087835664223407,10.584333650037301,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0
plot_10549,2021-04-01 08:00:00,8,5.3743846758405756,6.31121162619881,19.33062087327023,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
plot_19877,2021-04-01 08:00:00,8,6.37485893829272,5.112923999381216,17.90555549260357,0.0,3.0,4.0,2.0,3.0,0.0,4.0,1.0,0.0
plot_11486,2021-04-01 08:00:00,8,4.629551232705625,3.298107693338966,11.571342052207616,0.0,0.0,1.0,2.0,4.0,2.0,3.0,0.0,1.0
plot_10648,2021-04-01 09:00:00,9,4.098845557978856,3.722387694701633,13.211296173429082,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
plot_10810,2021-04-01 09:00:00,9,5.058799374886546,4.951933027684782,14.212976580962696,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0
plot_10650,2021-04-01 09:00:00,9,3.881999826563867,3.5074976445280965,11.111338718834093,0.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
plot_10846,2021-04-01 09:00:00,9,4.943095985206108,5.626146196000378,16.111645612608807,3.0,1.0,5.0,2.0,1.0,1.0,0.0,3.0,1.0
plot_10849,2021-04-01 09:00:00,9,5.686902396358676,4.176902011029429,15.763601661559717,2.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0
plot_10847,2021-04-01 09:00:00,9,3.4290175084168815,3.459604906262619,10.313588577255228,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
plot_10605,2021-04-01 09:00:00,9,4.20812859266502,4.697147776932329,16.68238815979429,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0
plot_10646,2021-04-01 09:00:00,9,3.8309916432619815,4.090466227346531,11.105734265164758,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
plot_10604,2021-04-01 09:00:00,9,4.042450879557942,5.2520313115713035,13.543273630608896,2.0,0.0,1.0,0.0,2.0,5.0,2.0,1.0,3.0
plot_10552,2021-04-01 09:00:00,9,2.561777420824564,3.1693781121883884,9.576387962025564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10499,2021-04-01 09:00:00,9,3.8414623125826934,3.6558947423367627,10.78673926366923,2.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0
plot_10500,2021-04-01 09:00:00,9,4.539314710127631,3.8276570249130404,13.563065604647377,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0
plot_10549,2021-04-01 09:00:00,9,5.7945878805978825,4.798773219215248,15.401324287646677,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
plot_19877,2021-04-01 09:00:00,9,5.1934403929543,5.163016374688792,15.544403060950204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
plot_11486,2021-04-01 09:00:00,9,4.018614771812679,3.8967509680835812,13.327666494297105,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
plot_10648,2021-04-01 10:00:00,10,4.83191618029204,4.587575020650956,15.191772451669427,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
plot_10810,2021-04-01 10:00:00,10,2.6241083577166484,2.9405900309741164,9.475125965953596,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0
plot_10650,2021-04-01 10:00:00,10,4.029379868954058,4.333998827770101,12.183788375750138,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
plot_10846,2021-04-01 10:00:00,10,4.914430183862044,4.569821262857723,11.598404758740202,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
plot_10849,2021-04-01 10:00:00,10,2.6737216907302415,2.870658306177222,9.46163416659462,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
plot_10847,2021-04-01 10:00:00,10,4.501585633967307,3.5946068798898154,13.53822130413133,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0
plot_10605,2021-04-01 10:00:00,10,4.2466678069522725,3.9562618693298406,11.020609700385641,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0
plot_10646,2021-04-01 10:00:00,10,3.74865596831609,3.2410281572685213,9.639435182284812,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
plot_10604,2021-04-01 10:00:00,10,3.361433424065788,4.043967690948974,12.69906812307326,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
plot_10552,2021-04-01 10:00:00,10,5.738892911741147,4.432880147275124,19.21049052950073,3.0,2.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0
plot_10499,2021-04-01 10:00:00,10,3.697809512692139,3.3493573138877806,13.397500169514261,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
plot_10500,2021-04-01 10:00:00,10,3.492369114573267,3.565371968367634,11.705208975740938,0.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0
plot_10549,2021-04-01 10:00:00,10,5.55291176084249,3.593181319928485,14.80987144545575,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
plot_19877,2021-04-01 10:00:00,10,5.306772280559524,5.235035056329399,14.067340708833711,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0
plot_11486,2021-04-01 10:00:00,10,3.264605411052476,3.1025442732542516,12.43926874177878,0.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0
plot_10648,2021-04-01 11:00:00,11,2.296766380911916,2.440741051984586,8.551853561728063,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
plot_10810,2021-04-01 11:00:00,11,2.2745474538042414,2.5773516625104653,7.430506443504572,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
