unit_id,timestamp,hour,o_arrive,o_leave,o_stay,poi_cat_1,poi_cat_2,poi_cat_3,poi_cat_4,poi_cat_5,poi_cat_6,poi_cat_7,poi_cat_8,poi_cat_9,norm_o_arrive,norm_o_leave,norm_o_stay,norm_poi_cat_1,norm_poi_cat_2,norm_poi_cat_3,norm_poi_cat_4,norm_poi_cat_5,norm_poi_cat_6,norm_poi_cat_7,norm_poi_cat_8,norm_poi_cat_9
plot_10604,2021-04-01 01:00:00,1,1.844721642738494,1.6014432479681322,5.050474062583639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18342911511538132,0.14866629109958476,0.17010908790639528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10552,2021-04-01 01:00:00,1,1.2048041869291333,1.073887755380338,4.0094114491652535,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.09032386696130562,0.08342976043291946,0.0932488173072671,0.0,0.8924141331836775,0.3021631705137737,0.49999999999993155,0.0,0.22063134482371427,0.0,0.0,0.33333333333328674
plot_10499,2021-04-01 01:00:00,1,1.5971666331489345,1.1491476452601423,4.063550468264663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1767677171279649,0.09692692745694532,0.10549219918395862,0.0,0.0,0.0,0.0,0.0,0.0,0.26965468389413555,0.0,0.0
plot_10500,2021-04-01 01:00:00,1,1.3637855933268392,1.5271937128397766,5.049578067228269,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.07910624044559166,0.11152905610315976,0.1256932073260161,0.3614628360803445,0.49999999999989525,0.0,0.6050410831116269,0.0,0.0,0.0,0.45324475577062895,0.0
plot_10549,2021-04-01 01:00:00,1,1.314365299944523,1.7185672311150302,4.477165696347148,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.08793651137586096,0.18377554806676308,0.10990066584526598,0.33333333333327725,0.0,0.45324475577062895,0.0,0.34327790447740547,0.326589252776901,0.0,0.0,0.0
plot_19877,2021-04-01 01:00:00,1,1.951795248918992,1.9691547888170096,6.591413221346383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17678054493988785,0.20922498667028236,0.22690453014639125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11486,2021-04-01 01:00:00,1,2.024892054699297,2.2267496422148887,6.913421645069513,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.22669060954678774,0.2793431096416418,0.3005188182442276,0.3899698887677819,0.0,0.3640143484547162,0.0,0.2730107613410486,0.0,0.49050917670531113,0.0,0.0
plot_10648,2021-04-01 02:00:00,2,1.1436217061572183,1.3402486197008372,3.701575158386857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09224539400754381,0.15342350441739708,0.0989031302320076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10810,2021-04-01 02:00:00,2,1.2005080992843524,0.9444461278305314,2.9336282447295314,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08500642540923029,0.037431762457320536,0.0323668589672351,0.0,0.0,0.9999999999998459,0.0,0.2730107613410486,0.0,0.0,0.0,0.0
plot_10650,2021-04-01 02:00:00,2,1.3830053352105622,1.731260173197816,5.257497684446524,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14834789514502,0.2539981933533368,0.22689883533026808,0.5460215226820972,0.0,0.0,0.0,0.31939792869778455,0.0,0.0,0.0,0.4803081137388923
plot_10846,2021-04-01 02:00:00,2,1.06695188308515,1.1009976654432618,3.551604566108322,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04574242121422314,0.0797968615962003,0.09344262489458618,0.0,0.0,0.2555183429582352,0.0,0.0,0.3947329762992079,0.0,0.0,0.0
plot_10849,2021-04-01 02:00:00,2,1.5776907074541766,1.6800422414380771,5.101860137776361,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13020333040472976,0.23079611546958642,0.16596953060695863,0.3947329762992079,0.30317118275227156,0.0,0.0,0.0,0.0,0.2710971270602707,0.0,0.0
plot_10847,2021-04-01 02:00:00,2,1.382169794481886,1.9129948365087386,5.066563048305984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.11912967823143944,0.23603892163040982,0.15672435242773053,0.0,0.0,0.0,0.0,0.0,0.45324475577062895,0.0,0.0,0.3899698887677819
plot_10605,2021-04-01 02:00:00,2,1.4549894249971598,1.433962862496976,3.6197664368254108,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.16483322996514105,0.17478416752650328,0.058507457006042846,0.0,0.0,0.7665550288747056,0.49999999999989525,0.0,0.0,0.0,0.35234597271253765,0.2924774165758508
plot_10646,2021-04-01 02:00:00,2,1.1700126657762357,1.2947516123254537,3.3365918888847204,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.04590820838384007,0.10809404395230358,0.04584754786371242,0.9064895115412579,0.0,0.0,0.0,0.0,0.0,0.3703901852204306,0.33333333333328674,0.5849548331516152
plot_10604,2021-04-01 02:00:00,2,1.5406001150315722,1.6059562662812004,3.970196787101378,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.12235217908301753,0.149650814209693,0.09611062463580716,0.0,0.0,0.0,0.37868932856561754,0.0,0.29430550602318,0.5127635398489478,0.0,0.0
plot_10552,2021-04-01 02:00:00,2,1.8122982248437849,1.2949801927872933,4.317796750494033,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.20229542592663013,0.13219817959770275,0.11164413879905911,0.0,0.999999999999813,0.0,0.0,0.0,0.1999999999999815,0.0,0.0,0.2766952930989682
plot_10499,2021-04-01 02:00:00,2,1.5358497742709105,1.2610566496458417,4.579520924038856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16293722975180186,0.12300892672226128,0.1443234858250562,0.0,0.0,0.0,0.0,0.40448202584117815,0.0,0.0,0.0,0.0
plot_10500,2021-04-01 02:00:00,2,1.546947929353961,1.2786588098779132,4.181546346093988,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.11248695861523499,0.05438336460487287,0.060824861526679444,0.3947329762992079,0.0,0.0,0.0,0.3947329762992079,0.0,0.3052382731141095,0.0,0.0
plot_10549,2021-04-01 02:00:00,2,2.2224699514963207,2.234968316417701,6.733918259443432,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.26965313252715883,0.2755525629125232,0.24513747976078112,0.0,0.0,0.0,0.803129752346996,0.0,0.0,0.36023108530419107,0.0,0.0
plot_19877,2021-04-01 02:00:00,2,1.4868961992065477,1.4481176024389224,4.371964458494275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10507060640189897,0.12359169696177318,0.1039225810245248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11486,2021-04-01 02:00:00,2,2.261091266246523,1.4819011821024604,5.93338530780124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27263695180360875,0.13071065839211846,0.2334151924423955,0.0,0.0,0.3640143484547162,0.0,0.0,0.0,0.0,0.26127140222152795,0.0
plot_10648,2021-04-01 03:00:00,3,1.407757262366973,1.6051185777746804,5.371999412711803,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15172645153388153,0.21722496169314134,0.22990297543368435,0.0,0.0,0.3021631705137737,0.0,0.0,0.0,0.0,0.0,0.0
plot_10810,2021-04-01 03:00:00,3,1.5274331336616565,1.0076309691631264,4.304491732436668,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.16127084524967727,0.05260828651860738,0.14997054519049272,0.0,0.5103250191165156,0.33333333333328197,0.0,0.2730107613410486,0.3246650979146198,0.3947329762992079,0.0,0.0
plot_10650,2021-04-01 03:00:00,3,1.4791084652737496,1.3557797287108515,5.174273606119892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1697772556330227,0.16103838050234354,0.22075715259808637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10846,2021-04-01 03:00:00,3,1.1973247813637828,1.3126790987238561,4.53907546583346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07355818206067027,0.12284294459905716,0.16471619984020514,0.0,0.4142118057493797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10849,2021-04-01 03:00:00,3,1.2583464204060097,1.3920721113496795,4.389255792891502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06260773826748882,0.15807692641665594,0.11022500379301853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10847,2021-04-01 03:00:00,3,2.1918032486816834,2.2712577316091638,5.863176269175134,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.280017232581811,0.30708679106514036,0.20381584132122163,0.0,0.28988195825924434,0.0,0.0,0.4905091767052555,0.49999999999989525,0.45324475577062895,0.0,0.6666666666665354
plot_10605,2021-04-01 03:00:00,3,1.3650214039333775,1.374944271245883,3.6546682500821563,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.1429164265030814,0.16103799174237574,0.06102301610398519,0.33333333333328197,0.3073929046646854,0.0,0.9999999999997905,0.0,0.0,0.4905091767052555,0.4546919454251122,0.24999999999996309
plot_10646,2021-04-01 03:00:00,3,1.6514253120996345,1.7686410712318439,5.4271637154611385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13210520712767854,0.21872678767251416,0.18290457569417848,0.0,0.4222263572432425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10604,2021-04-01 03:00:00,3,1.7616392880820702,1.549896596656369,6.187462201560047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.16674362856324643,0.13742129585589807,0.24799221749789763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46344967456645436
plot_10552,2021-04-01 03:00:00,3,1.213485460243705,1.1689516595303233,4.254568212827973,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.09192397436346789,0.1043988916225755,0.1078725281781527,0.9999999999998844,0.0,0.0,0.326589252776901,0.4577038726365164,0.22063134482371427,0.0,0.0,0.23650996403270116
plot_10499,2021-04-01 03:00:00,3,1.4827749080579478,1.450626905754359,4.75132302311484,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.15096578697763507,0.16719099507046237,0.15725309541820967,0.4258639049303585,0.1999999999999781,0.31939792869778455,0.0,0.40448202584117815,0.0,0.0,0.0,0.5373827968718068
plot_10500,2021-04-01 03:00:00,3,1.636773769280636,1.3732680174277325,4.602894626944483,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1288574150746887,0.07613688301660668,0.0923123813012451,0.7894659525984158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3089664497109555
plot_10549,2021-04-01 03:00:00,3,2.10379300645344,2.3622870093496373,6.866450692829168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.24590523802524367,0.2981801868736703,0.25307953965899443,0.0,0.0,0.45324475577062895,0.0,0.0,0.0,0.0,0.0,0.709529892098054
plot_19877,2021-04-01 03:00:00,3,1.282942117373907,1.6659926564415215,4.327617664345877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07361101386920399,0.15939980837385015,0.1014652793408997,0.0,0.0,0.0,0.0,0.0,0.0,0.1999999999999815,0.0,0.0
plot_11486,2021-04-01 03:00:00,3,1.4571405142292506,1.2374841525145845,4.751345487686764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11624948476742569,0.08193791577372088,0.15248027732188194,0.0,0.0,0.0,0.23489731514170334,0.0,0.0,0.0,0.0,0.0
plot_10648,2021-04-01 04:00:00,4,1.8227666204732151,1.5967578370475932,6.043284701716487,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2451829927800095,0.2152110396682656,0.2825472475209057,0.0,0.0,0.9999999999998603,0.3052382731141095,0.35962193052033875,0.3899698887677819,0.6023473142601964,0.0,0.391361335715574
plot_10810,2021-04-01 04:00:00,4,1.7187723751294834,1.6753285288645365,5.437344923918257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20590608179878161,0.21298422268865674,0.2471557955547352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2849222832618101
plot_10650,2021-04-01 04:00:00,4,1.379094030532286,1.3925586132975514,4.506376777410406,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14747574084708942,0.17014393653927476,0.1714684070542222,0.0,0.2427576381887179,0.0,0.0,0.26971644789026733,0.0,0.0,0.0,0.4105514533070443
plot_10846,2021-04-01 04:00:00,4,1.4440459468005002,1.6237882918748758,5.754594117606722,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.12619747308016896,0.1861079742418734,0.25244978241876403,0.0,0.714449095481272,0.0,0.0,0.28988195825924434,0.0,0.9999999999998952,0.4100622484625305,0.0
plot_10849,2021-04-01 04:00:00,4,1.4282938684322626,1.6065530268880377,4.580267174693529,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.09858050761850227,0.21223837100985643,0.12516715110247859,0.0,0.0,0.0,0.33333333333327725,0.0,0.0,0.0,0.24999999999996844,0.0
plot_10847,2021-04-01 04:00:00,4,1.6400145027939799,1.7557915492111948,6.393473735003728,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.17036768514349138,0.20486360656604757,0.23516417520283525,0.0,0.0,0.0,0.4999999999999369,0.0,0.0,0.0,0.3614628360803445,0.0
plot_10605,2021-04-01 04:00:00,4,1.403511150181933,1.4822774177557934,4.887157690590054,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.15229278261117113,0.18603723804955388,0.14985507770434578,0.2427576381887179,0.530203580986113,0.0,0.8300858792968465,0.0,0.0,0.0,0.2924774165758508,0.49999999999992617
plot_10646,2021-04-01 04:00:00,4,2.3357575989596846,2.6398831482393814,8.000764802864088,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25463499466304346,0.4221242248011565,0.3516288029015952,0.3300858792969513,0.3641364572830488,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999985234
plot_10604,2021-04-01 04:00:00,4,2.2825244543321,1.6517850145590058,5.635548233290265,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2713533555337063,0.1596484385614893,0.21018638149963165,0.357224547740636,0.3101451472522034,0.0,0.3143446642827889,0.4222263572432425,0.2694999132795104,0.0,0.0,0.0
plot_10552,2021-04-01 04:00:00,4,1.8187249047960532,1.683170522679947,6.020703690134725,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.20347997314572194,0.21782493800678474,0.2132233012634111,0.18206822864154545,0.2945733038490225,0.0,0.0,0.0,0.36628592773695395,0.0,0.0,0.0
plot_10499,2021-04-01 04:00:00,4,2.2926338850572368,2.04674453338096,6.3515805277669015,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.33363568499283414,0.3061247619388748,0.27768645970739764,0.3101451472522034,0.0,0.35234597271253765,0.0,0.0,0.4999999999999369,0.0,0.0,0.2686913984359034
plot_10500,2021-04-01 04:00:00,4,2.6943599593097516,1.9539205531224613,6.79626687676475,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.321598932327675,0.20964646367136322,0.25622393672469024,0.2874733351248409,0.0,0.36771890803950114,0.0,0.33333333333327253,0.0,0.0,0.0,0.0
plot_10549,2021-04-01 04:00:00,4,2.360621855539024,2.3413111737680388,8.303843194961344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.29729807098811606,0.29445227144443326,0.3392158691410814,0.0,0.2651017904930565,0.0,0.0,0.0,0.0,0.0,0.0,0.709529892098054
plot_19877,2021-04-01 04:00:00,4,1.573275162939797,1.8553372105966623,5.1563878115402595,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.11839442408687341,0.1905188867901265,0.14738828949636007,0.39765268573960144,0.21433472864440106,0.0,0.0,0.7730185553579441,0.0,0.44126268964742854,0.22892870483559094,0.0
plot_11486,2021-04-01 04:00:00,4,1.7554558394871707,1.811577081219892,5.807224817702235,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1742788826852709,0.1964965727461848,0.22477691445550294,0.3101451472522034,0.0,0.0,0.0,0.0,0.5029514628524783,0.0,0.0,0.0
plot_10648,2021-04-01 05:00:00,5,2.1476404578407333,1.9623766580176565,5.840987568983939,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.3183417892955155,0.3032807239577392,0.26668247963089664,0.0,0.0,0.0,0.2427576381887179,0.0,0.0,0.4273834248926792,0.5358368216109844,0.0
plot_10810,2021-04-01 05:00:00,5,3.4441662809827176,2.6513467073172436,9.513166891814564,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.6084025301872407,0.44741645448884226,0.5968125572327727,0.0,0.0,0.2814842381621834,0.0,0.4273834248927332,0.0,0.0,0.46521772087825924,0.3640143484547162
plot_10650,2021-04-01 05:00:00,5,2.4322824592977597,2.180784308682747,8.476740837762636,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.382318815021358,0.3652894206868402,0.4644691453049574,0.0,0.9157148193423286,0.35962193052033875,0.0,0.0,0.3640143484547162,0.0,0.7282729145660976,0.0
plot_10846,2021-04-01 05:00:00,5,1.940314564651758,2.4453163398805513,7.333497623866295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23207905868583195,0.3531682779991288,0.3664117203519386,0.0,0.4491665221324766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10849,2021-04-01 05:00:00,5,2.5047497218877224,2.439146594661193,7.1950749213463325,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.32643387395395795,0.42248770846914235,0.329714347022449,0.0,0.0,0.0,0.2651017904930565,0.7678653063046389,0.0,0.23172483728322718,0.0,0.0
plot_10847,2021-04-01 05:00:00,5,2.710800613737868,3.0679577887238474,8.7572772777487,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3831505904551021,0.4650820576993244,0.37489952651688796,0.0,0.0,0.4610893569969893,0.19882634286980072,0.0,0.0,0.0,0.0,0.0
plot_10605,2021-04-01 05:00:00,5,2.425952918567993,2.1470077546201933,7.008735288940919,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.40136634257345494,0.3408613344212399,0.3027684461377377,0.3052382731141095,0.0,0.0,0.3300858792969513,0.3089664497109555,0.0,0.38393265315231945,0.23260886043916396,0.0
plot_10646,2021-04-01 05:00:00,5,2.86918484506186,3.1291163875277044,9.258685146918737,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.35014521445754077,0.5363390792663728,0.43409754251239624,0.41504293964842326,0.0,0.0,0.0,0.0,0.0,0.3165972518123628,0.44011450572929917,0.0
plot_10604,2021-04-01 05:00:00,5,2.3732913705620273,1.6698289538145725,6.0004564748767395,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.2895821378834144,0.16358475655582455,0.2351824169851666,0.4491665221324766,0.0,0.0,0.0,0.0,0.58861101204636,0.43829327564158493,0.9999999999998412,0.0
plot_10552,2021-04-01 05:00:00,5,3.6585525097019973,4.233111775712144,10.981570477161217,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5425917212312238,0.780289241770143,0.5091412293621114,0.22892870483559094,0.0,0.5103250191165156,0.0,0.3582551979145189,0.1999999999999815,0.0,0.19099581141083977,0.3021631705137737
