source_id,target_id,synthetic_edge_flow
plot_10131,plot_10132,2.512584522093025e-07
plot_10131,plot_10179,6.790881048846006e-07
plot_10131,plot_10180,1.7682172028864795e-06
plot_10131,plot_16314,4.875726740719103e-07
plot_10131,plot_6373,3.00605157240392e-07
plot_10131,plot_6567,1.2835772700300523e-06
plot_10132,plot_10133,1.4763207601695045e-06
plot_10132,plot_10134,1.4564181210180241e-06
plot_10132,plot_17014,2.1249602659209378e-07
plot_10132,plot_19589,3.824989353523063e-07
plot_10132,plot_6373,1.1224008180275998e-06
plot_10132,plot_6491,1.5971594614659622e-07
plot_10132,plot_6567,1.0238315178511422e-06
plot_10133,plot_10134,1.936585764072311e-06
plot_10133,plot_17014,2.7038412236528845e-07
plot_10133,plot_19589,7.228179812743954e-07
plot_10133,plot_6342,1.6977936186994803e-07
plot_10133,plot_6373,2.8233364391620605e-07
plot_10133,plot_6391,2.3279877742899008e-07
plot_10133,plot_6393,1.935573830729641e-07
plot_10134,plot_19589,3.6224059132027816e-07
plot_10134,plot_6342,1.8258633238530005e-07
plot_10134,plot_6373,1.2260709517294357e-06
plot_10134,plot_6393,2.2391283438434367e-07
plot_10134,plot_6567,2.4480578696556287e-07
plot_10135,plot_10179,1.3405233283764647e-07
plot_10135,plot_17014,2.646444706685801e-07
plot_10135,plot_6491,9.186743418232483e-07
plot_10135,plot_6567,1.733930034080825e-07
plot_10135,plot_6716,8.748031137812568e-07
plot_10135,plot_7085,7.417824169420904e-07
plot_1014,plot_1016,1.0278311637322652e-08
plot_1014,plot_1017,8.492460013259065e-09
plot_1014,plot_1021,5.460618434318275e-09
plot_1014,plot_977,1.901426919268812e-08
plot_1014,plot_979,3.552035793355307e-08
plot_10148,plot_16946,4.6392455673638395e-09
plot_10148,plot_9709,1.9984494749908652e-07
plot_10148,plot_9711,2.4733459822750516e-08
plot_10148,plot_9835,7.370340710521677e-09
plot_1015,plot_1020,1.321841311117882e-09
plot_1015,plot_843,1.2700877650489337e-07
plot_10152,plot_10153,1.0093838098920203e-07
plot_10152,plot_10154,1.5593015292960743e-07
plot_10152,plot_10177,9.88764580468e-08
plot_10152,plot_16468,9.322336887322294e-08
plot_10152,plot_16673,1.051513229661879e-07
plot_10152,plot_17074,1.1735152752937527e-07
plot_10152,plot_6557,1.3108839853166456e-07
plot_10153,plot_10154,7.753474654657243e-08
plot_10153,plot_10155,9.268212683497586e-08
plot_10153,plot_10177,4.1381062166883114e-07
plot_10153,plot_10178,1.0662207095795354e-07
plot_10153,plot_17074,3.068715700395884e-07
plot_10153,plot_18291,4.182791970253271e-08
plot_10153,plot_6557,6.798081400439083e-08
plot_10153,plot_6558,9.091404470143623e-08
plot_10154,plot_10155,2.0429693535858107e-07
plot_10154,plot_16468,1.4188689370138565e-07
plot_10154,plot_16673,2.124498127187374e-07
plot_10154,plot_17074,1.0536236246031095e-07
plot_10154,plot_6714,1.908352845584696e-07
plot_10155,plot_10156,1.47213637549481e-07
plot_10155,plot_10177,9.556861315111264e-08
plot_10155,plot_16673,1.7991405361922472e-07
plot_10155,plot_17074,1.800391395147723e-07
plot_10155,plot_6696,1.8344249023105964e-07
plot_10155,plot_6714,1.9876032519848595e-07
plot_10156,plot_10178,1.76096879903822e-07
plot_10156,plot_10618,1.6202494792181218e-07
plot_10156,plot_17074,8.379776770381967e-08
plot_10156,plot_19488,2.5646595958514775e-07
plot_10156,plot_6447,2.5656103943411256e-07
plot_10156,plot_6490,2.5354460329534827e-07
plot_10156,plot_6696,8.357269248279583e-07
plot_10156,plot_6714,1.4456738673465412e-07
plot_10159,plot_10160,8.851816940456335e-08
plot_10159,plot_10182,6.302800134877285e-08
plot_10159,plot_10216,1.2281888483363843e-07
plot_10159,plot_10217,1.301389605270129e-07
plot_10159,plot_10218,3.9129593023704045e-07
plot_10159,plot_19794,7.43303147913957e-08
plot_10159,plot_6632,4.5962525328262216e-08
plot_10159,plot_7048,2.477307988528991e-08
plot_10160,plot_10182,2.976481206241699e-07
plot_10160,plot_10183,6.364931869224118e-08
plot_10160,plot_10216,3.5918231221003155e-07
plot_10160,plot_10217,1.582932357615866e-07
plot_10160,plot_10218,5.956248045129064e-08
plot_10160,plot_19794,6.872393900688509e-08
plot_10160,plot_6632,7.233005073356463e-08
plot_10176,plot_10208,1.0214860432251838e-05
plot_10176,plot_10209,9.95883094100776e-06
plot_10176,plot_10891,4.297382325953806e-06
plot_10176,plot_10893,7.850284482825048e-06
plot_10176,plot_16823,8.559475845541332e-06
plot_10176,plot_18516,3.665282140333269e-05
plot_10176,plot_6775,1.0612100422094983e-05
plot_10177,plot_10178,1.6694896556415976e-07
plot_10177,plot_17074,3.1939932497650966e-07
plot_10177,plot_18291,5.933322145229827e-08
plot_10177,plot_6558,9.722743295542898e-08
plot_10177,plot_6696,8.058900589188797e-08
plot_10178,plot_10618,2.7457714020763135e-07
plot_10178,plot_17074,1.248948437078767e-07
plot_10178,plot_18291,1.2560356434900243e-07
plot_10178,plot_6696,1.5446262500182468e-07
plot_10179,plot_10180,1.1246526272976808e-06
plot_10179,plot_16344,2.63858557732231e-07
plot_10179,plot_5989,1.1142426984818957e-07
plot_10179,plot_6567,5.309492372341081e-07
plot_10179,plot_6716,1.5566011690718214e-07
plot_10179,plot_7158,1.5897810943660505e-07
plot_10180,plot_16314,4.928661711117721e-07
plot_10180,plot_16344,1.835628075939652e-07
plot_10180,plot_6567,3.080729243943709e-07
plot_10182,plot_10183,2.7754768693590117e-07
plot_10182,plot_10216,6.897326653572682e-08
plot_10182,plot_10217,3.5206976085350865e-07
plot_10182,plot_10218,5.6533075163256205e-08
plot_10182,plot_19794,1.0090913763435912e-07
plot_10182,plot_408,4.699718930235859e-08
plot_10182,plot_6632,6.390469587176961e-08
plot_10183,plot_10217,5.384483074405498e-07
plot_10183,plot_10906,3.6155207409654186e-07
plot_10183,plot_12107,1.3091068732235364e-07
plot_10183,plot_19794,1.5677538489496275e-07
plot_10183,plot_408,1.0584298048874893e-07
plot_10183,plot_6632,5.861450149509133e-08
plot_102,plot_5801,1.045066523201514e-06
plot_102,plot_5802,8.937237245211367e-07
plot_102,plot_5818,1.0417523655723408e-06
plot_102,plot_67,6.1253142034927966e-06
plot_10208,plot_10209,4.333987478455102e-05
plot_10208,plot_16844,7.683323196850976e-06
plot_10208,plot_18516,1.3093166068428365e-05
plot_10208,plot_6577,1.178475073749206e-05
plot_10208,plot_6923,9.838536157651825e-06
plot_10209,plot_6577,1.701172242873187e-05
plot_10209,plot_6601,8.99314315896097e-06
plot_10209,plot_6768,1.8083880076782873e-05
plot_10209,plot_6835,2.26654497438929e-05
plot_10216,plot_10217,1.1974842814114222e-07
plot_10216,plot_10218,6.618260631906272e-08
plot_10216,plot_6632,7.570923792655278e-08
plot_10216,plot_7048,3.196187997277396e-08
plot_10217,plot_10218,1.4290158690623507e-07
plot_10217,plot_10906,2.40149769041871e-07
plot_10217,plot_19794,4.555123865305423e-07
plot_10217,plot_408,5.3178083369760915e-08
plot_10217,plot_6632,4.7571492724934704e-08
plot_10218,plot_17736,2.9134350481202626e-07
plot_10218,plot_19794,4.125576551310105e-07
plot_10218,plot_6633,1.1867399428023929e-07
plot_1022,plot_1023,1.8213420385654973e-06
plot_1022,plot_1024,5.005795344566448e-07
plot_1022,plot_920,1.5907278502235609e-06
plot_1022,plot_965,3.0242560975174915e-07
plot_1022,plot_9895,2.2197541223718493e-06
plot_10223,plot_10224,5.476403891285145e-06
plot_10223,plot_10225,9.710155105444739e-07
plot_10223,plot_10227,1.1057092795751436e-06
plot_10223,plot_10228,3.906436171330298e-06
plot_10223,plot_18617,1.5516978520252756e-06
plot_10223,plot_4688,9.849124700872916e-07
plot_10223,plot_4865,7.870611302044882e-07
plot_10224,plot_10225,7.78842585493213e-07
plot_10224,plot_10226,4.016557715611713e-07
plot_10224,plot_10227,4.580878395887852e-06
plot_10224,plot_10228,2.9334202070428707e-06
plot_10224,plot_18617,1.2577546257154719e-06
plot_10224,plot_4624,8.216033599570117e-07
plot_10224,plot_4652,7.873440904123477e-07
plot_10225,plot_10226,5.82199313841915e-07
plot_10225,plot_10228,4.788674171037965e-06
plot_10225,plot_4677,6.512240726659432e-07
plot_10225,plot_4688,1.1281472361405625e-06
plot_10226,plot_10228,4.54387523499574e-07
plot_10226,plot_11983,2.8246438980374726e-06
plot_10226,plot_4657,5.753686969556062e-07
plot_10226,plot_4868,4.3008120342391026e-07
plot_10227,plot_10228,8.507180854015081e-07
plot_10227,plot_11983,7.159727230978719e-07
plot_10227,plot_18617,1.1128094919890867e-06
plot_10227,plot_4624,1.1234979480268375e-06
plot_10227,plot_4652,1.5596658525304288e-06
plot_10228,plot_11983,3.622580259191524e-07
plot_10228,plot_4688,9.444956654832139e-07
plot_10228,plot_4865,5.525947646735014e-07
plot_1023,plot_1024,2.7405974218231656e-06
plot_1023,plot_5495,3.8098434098888225e-07
plot_1023,plot_920,1.0530842650161056e-06
plot_1023,plot_980,1.2334602218568197e-06
plot_1023,plot_9895,8.25419761628382e-07
plot_1024,plot_5495,7.530576308005457e-07
plot_1024,plot_5533,3.805028899944564e-07
plot_1024,plot_980,1.0343489141586473e-06
plot_1024,plot_9895,7.97532673452905e-07
plot_10298,plot_4482,1.5464748716372788e-07
plot_10298,plot_4592,2.1542265270493448e-07
plot_10298,plot_845,5.863466368261282e-08
plot_10298,plot_902,5.118391373204011e-07
plot_10298,plot_903,2.9832051976777265e-07
plot_103,plot_132,3.1701212694282267e-06
plot_103,plot_133,2.3669838725242493e-06
plot_10343,plot_10344,1.3108480055915794e-06
plot_10343,plot_10345,3.5577958162406946e-07
plot_10343,plot_10540,8.664996444827771e-07
plot_10343,plot_10542,1.55768622602261e-06
plot_10343,plot_10945,2.059077098800742e-06
plot_10343,plot_11086,7.603100175495419e-07
plot_10343,plot_11743,6.45231333683387e-07
plot_10343,plot_9273,2.3040485940784623e-07
plot_10343,plot_9285,3.71643024382838e-07
plot_10344,plot_10345,1.8230420740655427e-06
plot_10344,plot_10540,7.762435580485749e-07
plot_10344,plot_10542,1.6906265195976534e-06
plot_10344,plot_10945,3.2038205900221866e-07
plot_10344,plot_19590,1.9360062488360023e-07
plot_10344,plot_9272,1.7716145736327514e-07
plot_10344,plot_9273,2.521384370155675e-07
plot_10344,plot_9283,3.56583388974049e-07
plot_10344,plot_9284,1.9665901042892835e-07
plot_10345,plot_10540,1.0364589190109849e-06
plot_10345,plot_10542,3.8993895570595096e-07
plot_10345,plot_9272,2.6369914489206914e-07
plot_10345,plot_9283,5.739128123618091e-07
plot_10345,plot_9284,3.654527134536071e-07
plot_10345,plot_9716,7.868998881040428e-07
plot_10352,plot_10353,7.109688807737403e-06
plot_10352,plot_10632,9.67835328070177e-07
plot_10352,plot_10633,1.3626043402379734e-06
plot_10352,plot_10634,1.0028935090399222e-06
plot_10352,plot_12045,5.662325675600356e-07
plot_10352,plot_12046,5.27365087406077e-07
plot_10352,plot_19625,1.126931203971814e-06
plot_10353,plot_10632,1.650182642679825e-06
plot_10353,plot_10633,8.820379833652612e-07
plot_10353,plot_12045,4.422717242522388e-07
plot_10353,plot_17096,1.950307991847515e-06
plot_10353,plot_19625,1.6737580147132711e-06
plot_10353,plot_8056,1.197594375418288e-06
plot_10354,plot_10651,2.9308137132373264e-06
plot_10354,plot_11997,2.361477671344775e-05
plot_10354,plot_11998,1.8141170943645725e-05
plot_10354,plot_11999,4.025458710634448e-06
plot_10354,plot_16215,4.7414333142963256e-06
plot_10354,plot_16217,6.98667682026768e-06
plot_10354,plot_16302,1.006573106861708e-05
plot_10354,plot_16631,5.254613361223598e-06
plot_10355,plot_10356,2.0851181275587817e-05
plot_10355,plot_10653,4.1221018022403425e-06
plot_10355,plot_12025,2.8213062893596615e-06
plot_10355,plot_6451,7.447923482460319e-06
plot_10355,plot_6660,6.7488871545465485e-06
plot_10356,plot_10357,1.630661386844705e-05
plot_10356,plot_10653,5.122838159902941e-06
plot_10356,plot_10712,2.5297343249220514e-06
plot_10356,plot_11999,3.170289928807644e-06
plot_10356,plot_12025,6.942629636235681e-06
plot_10356,plot_12026,6.052719011720243e-06
plot_10357,plot_10712,3.5523584757887582e-06
plot_10357,plot_11998,1.890996847753711e-06
plot_10357,plot_11999,3.036890344303183e-06
plot_10357,plot_12025,3.038005301517413e-06
plot_10357,plot_12026,3.268219859206156e-05
plot_10357,plot_17094,7.910210556830664e-06
plot_10358,plot_10475,2.1564448210104165e-06
plot_10358,plot_10527,3.898870681307172e-06
plot_10358,plot_10528,1.8956891411098327e-06
plot_10358,plot_10532,1.5358289926591816e-05
plot_10358,plot_10533,1.8196429410864377e-05
plot_10358,plot_11994,7.6189264842744005e-06
plot_10358,plot_12119,4.367334826350437e-06
plot_10358,plot_16289,8.079871109626898e-06
plot_10359,plot_10360,1.0579225238710948e-07
plot_10359,plot_10531,5.1156361506181434e-08
plot_10359,plot_10610,5.3065846690994825e-08
plot_10359,plot_11940,4.428068692946017e-08
plot_10359,plot_12055,2.8243329478879555e-08
plot_10359,plot_12113,3.24804497778055e-08
plot_10359,plot_16256,1.404635172184282e-07
plot_10359,plot_7985,3.890273906537164e-08
plot_10360,plot_10531,2.0748450449922513e-08
plot_10360,plot_11940,2.381091998170974e-08
plot_10360,plot_12055,1.1985630234993636e-08
plot_10360,plot_12113,9.808718517887096e-08
plot_10360,plot_16256,5.7235256844816776e-08
plot_10360,plot_17210,1.2387216181386226e-09
plot_10360,plot_17460,1.4709464261074229e-09
plot_10360,plot_19518,1.1069350513934473e-08
plot_10363,plot_10364,1.1228859272739387e-06
plot_10363,plot_10497,8.166713115607953e-07
plot_10363,plot_10715,2.105112986889192e-07
plot_10363,plot_10716,4.48611252087343e-07
plot_10363,plot_11843,2.3742718384132794e-07
plot_10363,plot_18074,3.4413521422637047e-07
plot_10363,plot_19354,3.2052102495025214e-07
plot_10363,plot_8784,2.651069331590566e-07
plot_10364,plot_10497,5.683608026434645e-07
plot_10364,plot_10716,1.8304550382918433e-07
plot_10364,plot_11843,1.6473318046706383e-07
plot_10364,plot_11849,3.5214639480570434e-07
plot_10364,plot_17628,4.210972012830482e-07
plot_10364,plot_18392,2.1741273739464492e-07
plot_10364,plot_18966,1.0406321141477341e-07
plot_10364,plot_19354,1.904291553022212e-07
plot_10364,plot_8784,1.022253637118085e-06
plot_10364,plot_8785,1.821569992049511e-07
plot_10365,plot_10366,3.2394620206077046e-06
plot_10365,plot_10608,5.480729270817599e-06
plot_10365,plot_10781,8.336003874196648e-07
plot_10365,plot_11482,8.947606422721282e-07
plot_10365,plot_11737,8.822261509788542e-07
plot_10365,plot_16750,3.1429263380668775e-06
plot_10365,plot_17019,7.876096946766026e-07
plot_10365,plot_19490,8.935427112359182e-07
plot_10365,plot_8786,1.3604222894395383e-06
plot_10366,plot_10608,9.127084942417839e-07
plot_10366,plot_10781,4.725020981116791e-06
plot_10366,plot_10936,1.2490025330952002e-06
plot_10366,plot_11481,6.933875633489823e-07
plot_10366,plot_11482,2.418415935188666e-06
plot_10366,plot_11737,1.0026168062037024e-06
plot_10366,plot_16750,3.75161092424772e-06
plot_10366,plot_8840,1.0064761555996646e-06
plot_10371,plot_10608,8.827985461964706e-07
plot_10371,plot_10781,6.183401877201043e-07
plot_10371,plot_16750,7.991547519657164e-07
plot_10371,plot_16775,8.460866080434886e-07
plot_10371,plot_17019,4.474943774478835e-06
plot_10371,plot_19461,5.419877705460106e-07
plot_10371,plot_19514,2.929253882273857e-06
plot_10371,plot_19958,3.756819707304345e-06
plot_10371,plot_8840,1.1578486427603847e-06
plot_10372,plot_10377,4.601177845944992e-06
plot_10372,plot_10598,1.0495786439425016e-06
plot_10372,plot_19490,1.7504131619006213e-06
plot_10372,plot_19780,1.236828317173404e-06
plot_10372,plot_8787,1.2773029459130503e-06
plot_10372,plot_8788,1.0044986433101658e-06
plot_10372,plot_8789,1.5436169568889937e-06
plot_10373,plot_10374,3.3523361438251316e-06
plot_10373,plot_10375,8.617935754071372e-07
plot_10373,plot_10376,5.622487396898931e-07
plot_10373,plot_10379,2.5924776985248398e-06
plot_10373,plot_10601,3.270361177586906e-07
plot_10373,plot_10602,1.4289923697401081e-06
plot_10373,plot_10603,2.1598824961342843e-06
plot_10373,plot_11842,2.4244306655128986e-06
plot_10373,plot_20027,4.055187852903683e-07
plot_10373,plot_7788,9.622976737372456e-07
plot_10373,plot_9042,6.504675764756746e-07
plot_10374,plot_10375,5.5393971308271355e-06
plot_10374,plot_10376,2.3818344308560123e-06
plot_10374,plot_10379,6.065333283457322e-07
plot_10374,plot_10602,4.2670124729691247e-07
plot_10374,plot_10603,5.022670567313032e-07
plot_10374,plot_11842,2.309150214110685e-06
plot_10374,plot_16814,5.889434529207431e-07
plot_10374,plot_20027,4.3735545260498345e-07
plot_10374,plot_7788,1.2202570612171187e-06
plot_10375,plot_10376,3.828615778351997e-06
plot_10375,plot_10942,6.563766148603577e-07
plot_10375,plot_11472,1.1245454413305245e-06
plot_10375,plot_11842,8.179350233943211e-07
plot_10375,plot_16814,1.2458979422300429e-06
plot_10375,plot_7788,1.2787699155525922e-06
plot_10376,plot_10377,2.6056526548237153e-06
plot_10376,plot_10598,6.965869889850538e-07
plot_10376,plot_10602,3.781009704328013e-07
plot_10376,plot_10942,6.61427663340238e-07
plot_10376,plot_11472,6.789281273019664e-07
plot_10376,plot_11842,2.1026839320037222e-06
plot_10376,plot_16814,8.00698223294221e-07
plot_10376,plot_20027,1.597432864203792e-06
plot_10377,plot_10598,2.907048436592384e-06
plot_10377,plot_10942,7.089865367975726e-07
plot_10377,plot_11842,4.6983963249045327e-07
plot_10377,plot_19490,1.0455321585910856e-06
plot_10377,plot_19780,5.112913173987615e-07
plot_10377,plot_20027,1.4080010182943202e-06
plot_10377,plot_8787,8.206904541211796e-07
plot_10377,plot_8788,4.871158068845548e-07
plot_10379,plot_10602,6.097787275800098e-07
plot_10379,plot_10603,5.342941505598754e-06
plot_10379,plot_10909,6.345945901726048e-07
plot_10379,plot_11842,5.437114131539176e-07
plot_10379,plot_17051,7.051115625284761e-07
plot_10379,plot_9042,9.625843733588396e-07
plot_10386,plot_10387,6.833943670198274e-08
plot_10386,plot_10435,4.603023630589007e-08
plot_10386,plot_10436,8.988004205980081e-09
plot_10386,plot_10437,6.972780634848653e-08
plot_10386,plot_10438,1.591794542118375e-08
