source_id,target_id,edge_kind,shared_length_m,centroid_dist_m,walk_dist_m,walk_time_min,cross_arterial,cross_rail,cross_river,cross_elevated,has_crossing_facility,barrier_cost,angular_cost,edge_cost,edge_conductance,edge_weight_norm,flow_geojson_class,allow_N01_pedestrian,allow_N01_bike,allow_N02_fast_auto,allow_N03_slow_auto,allow_N04_transit_proxy
r353647_3454971,r353648_3454969,flow_road_segment,0.0,1.8238440412407873,1.8238440412407873,0.0218861284948894,0,0,0,0,0,0.0,0.0,0.0218861284948894,0.25,0.0,,1,1,1,1,1
r353648_3454969,r353649_3454965,flow_road_segment,0.0,4.721434582189032,4.721434582189032,0.0566572149862683,0,0,0,0,0,0.0,0.0,0.0566572149862683,0.25,0.0,,1,1,1,1,1
r353649_3454960,r353649_3454965,flow_road_segment,0.0,4.32346939764268,4.32346939764268,0.0518816327717121,0,0,0,0,0,0.0,0.0,0.0518816327717121,0.25,0.0,,1,1,1,1,1
r353648_3454958,r353649_3454960,flow_road_segment,0.0,2.7308155917658508,2.7308155917658508,0.0327697871011902,0,0,0,0,0,0.0,0.0,0.0327697871011902,0.25,0.0,,1,1,1,1,1
r353647_3454955,r353648_3454958,flow_road_segment,0.0,3.133927246654179,3.133927246654179,0.037607126959850155,0,0,0,0,0,0.0,0.0,0.037607126959850155,0.25,0.0,,1,1,1,1,1
r353645_3454951,r353647_3454955,flow_road_segment,0.0,3.8797602699040223,3.8797602695223232,0.0465571232342678,0,0,0,0,0,0.0,0.0,0.0465571232342678,0.25,0.0,,1,1,1,1,1
r353645_3454951,r353651_3454937,flow_road_segment,0.0,15.44579523213006,15.445795231727848,0.1853495427807341,0,0,0,0,0,0.0,0.0,0.1853495427807341,0.12948507797550474,0.0,,1,1,1,1,1
r353651_3454937,r353653_3454933,flow_road_segment,0.0,4.501336519863624,4.501336519863624,0.0540160382383635,0,0,0,0,0,0.0,0.0,0.0540160382383635,0.25,0.0,,1,1,1,1,1
r353653_3454933,r353656_3454929,flow_road_segment,0.0,5.179707304300489,5.179707304300489,0.0621564876516058,0,0,0,0,0,0.0,0.0,0.0621564876516058,0.25,0.0,,1,1,1,1,1
r353656_3454929,r353683_3454931,flow_road_segment,0.0,27.1625765620533,27.1625765620533,0.3259509187446396,0,0,0,0,0,0.0,0.0,0.3259509187446396,0.07363071744799207,0.0,,1,1,1,1,1
r353683_3454931,r353697_3454927,flow_road_segment,0.0,14.238961176605116,14.238961176605116,0.1708675341192614,0,0,0,0,0,0.0,0.0,0.1708675341192614,0.1404596848881109,0.0,,1,1,1,1,1
r353697_3454927,r353708_3454930,flow_road_segment,0.0,11.69746468471601,11.69746468471601,0.1403695762165921,0,0,0,0,0,0.0,0.0,0.1403695762165921,0.1709772206120198,0.0,,1,1,1,1,1
r353708_3454930,r353713_3454918,flow_road_segment,0.0,13.648966223287347,13.648966223287347,0.16378759467944817,0,0,0,0,0,0.0,0.0,0.16378759467944817,0.07326562199955026,0.0,,1,1,1,1,1
r353634_3454918,r353638_3454933,flow_road_segment,0.0,16.010711959194666,16.010711959194666,0.192128543510336,0,0,0,0,0,0.0,0.0,0.192128543510336,0.06245818440483016,0.0,,1,1,1,1,1
r353608_3454929,r353627_3454936,flow_road_segment,0.0,20.79184366353561,20.79184366353561,0.24950212396242732,0,0,0,0,0,0.0,0.0,0.24950212396242732,0.04809578295135911,0.0,,1,1,1,1,1
r353588_3454921,r353608_3454929,flow_road_segment,0.0,20.909740374642418,20.909740374642418,0.25091688449570904,0,0,0,0,0,0.0,0.0,0.25091688449570904,0.04782460145764011,0.0,,1,1,1,1,1
r353689_3454953,r353698_3454956,flow_road_segment,0.0,9.272191338220193,9.272191338220193,0.11126629605864231,0,0,0,0,0,0.0,0.0,0.11126629605864231,0.10784937060972591,0.0,,1,1,1,1,1
r353614_3454956,r353629_3454962,flow_road_segment,0.0,17.01697725455611,17.01697725455611,0.20420372705467332,0,0,0,0,0,0.0,0.0,0.20420372705467332,0.11752968638676337,0.0,,1,1,1,1,1
r353698_3454956,r353708_3454930,flow_road_segment,0.0,27.393587835569086,27.393587835569086,0.32872305402682905,0,0,0,0,0,0.0,0.0,0.32872305402682905,0.0365048932619755,0.0,,1,1,1,1,1
r353686_3454986,r353698_3454956,flow_road_segment,0.0,32.66272861108122,32.66272861108122,0.3919527433329747,0,0,0,0,0,0.0,0.0,0.3919527433329747,0.0306159357323484,0.0,,1,1,1,1,1
r353630_3454978,r353632_3454982,flow_road_segment,0.0,3.952811534426842,3.952811534426842,0.0474337384131221,0,0,0,0,0,0.0,0.0,0.0474337384131221,0.25,0.0,,1,1,1,1,1
r353628_3454975,r353630_3454978,flow_road_segment,0.0,4.109124985010548,4.109124985010548,0.0493094998201265,0,0,0,0,0,0.0,0.0,0.0493094998201265,0.25,0.0,,1,1,1,1,1
r353628_3454971,r353628_3454975,flow_road_segment,0.0,3.783828975115876,3.783828975115876,0.04540594770139051,0,0,0,0,0,0.0,0.0,0.04540594770139051,0.25,0.0,,1,1,1,1,1
r353628_3454967,r353628_3454971,flow_road_segment,0.0,3.7248354913877226,3.724835491387722,0.0446980258966526,0,0,0,0,0,0.0,0.0,0.0446980258966526,0.25,0.0,,1,1,1,1,1
r353628_3454967,r353629_3454964,flow_road_segment,0.0,3.741570243478987,3.7415702430301945,0.0448988429163623,0,0,0,0,0,0.0,0.0,0.0448988429163623,0.25,0.0,,1,1,1,1,1
r353629_3454962,r353629_3454964,flow_road_segment,0.0,1.204667922118828,1.204667922118828,0.0144560150654259,0,0,0,0,0,0.0,0.0,0.0144560150654259,0.25,0.0,,1,1,1,1,1
r353629_3454962,r353630_3454960,flow_road_segment,0.0,2.4716979044439182,2.4716979044439182,0.029660374853327,0,0,0,0,0,0.0,0.0,0.029660374853327,0.25,0.0,,1,1,1,1,1
r353630_3454960,r353632_3454957,flow_road_segment,0.0,3.4396853213395113,3.4396853213395113,0.041276223856074136,0,0,0,0,0,0.0,0.0,0.041276223856074136,0.25,0.0,,1,1,1,1,1
r353632_3454957,r353635_3454955,flow_road_segment,0.0,3.3961567603322824,3.3961567600204003,0.0407538811202448,0,0,0,0,0,0.0,0.0,0.0407538811202448,0.25,0.0,,1,1,1,1,1
r353635_3454955,r353638_3454953,flow_road_segment,0.0,3.554777030697268,3.554777030697268,0.0426573243683672,0,0,0,0,0,0.0,0.0,0.0426573243683672,0.25,0.0,,1,1,1,1,1
r353638_3454953,r353642_3454952,flow_road_segment,0.0,3.7950793980150137,3.7950793980150137,0.0455409527761801,0,0,0,0,0,0.0,0.0,0.0455409527761801,0.25,0.0,,1,1,1,1,1
r353642_3454952,r353645_3454951,flow_road_segment,0.0,3.6770715616475877,3.6770715616475877,0.04412485873977105,0,0,0,0,0,0.0,0.0,0.04412485873977105,0.25,0.0,,1,1,1,1,1
r353963_3454940,r353985_3455023,flow_road_segment,0.0,85.79123981346135,85.79123981346135,1.0294948777615363,0,0,0,0,0,0.0,0.0,1.0294948777615363,0.02331239796319541,0.0,,1,1,1,1,1
r353967_3455052,r353976_3455091,flow_road_segment,0.0,39.86373872504232,39.86373872504232,0.4783648647005078,0,0,0,0,0,0.0,0.0,0.4783648647005078,0.050170861489671315,0.0,,1,1,1,1,1
r353963_3455037,r353967_3455052,flow_road_segment,0.0,15.567739889961459,15.567723787442514,0.18681268544931018,0,0,0,0,0,0.0,0.0,0.18681268544931018,0.12847086657983517,0.0,,1,1,1,1,1
r353936_3454938,r353963_3455037,flow_road_segment,0.0,103.40676332140038,103.40674075882657,1.2408808891059189,0,0,0,0,0,0.0,0.0,1.2408808891059189,0.019341096790509243,0.0,,1,1,1,1,1
r353744_3454920,r353747_3454922,flow_road_segment,0.0,3.7489825828113283,3.7489825828113283,0.04498779099373594,0,0,0,0,0,0.0,0.0,0.04498779099373594,0.125,0.0,,1,1,1,1,1
r353747_3454922,r353750_3454921,flow_road_segment,0.0,2.429277683063558,2.429277683063558,0.0291513321967627,0,0,0,0,0,0.0,0.0,0.0291513321967627,0.125,0.0,,1,1,1,1,1
r353972_3454941,r353976_3454954,flow_road_segment,0.0,13.478317020304685,13.478274248004423,0.16173929097605308,0,0,0,0,0,0.0,0.0,0.16173929097605308,0.14838671403949275,0.0,,1,1,1,1,1
r353976_3454954,r353989_3455000,flow_road_segment,0.0,48.19222197192681,48.19222197192681,0.5783066636631218,0,0,0,0,0,0.0,0.0,0.5783066636631218,0.04150044140288373,0.0,,1,1,1,1,1
r353989_3455000,r353999_3455039,flow_road_segment,0.0,40.207490596313924,40.20744558730391,0.48248934704764695,0,0,0,0,0,0.0,0.0,0.48248934704764695,0.04974200303868593,0.0,,1,1,1,1,1
r353999_3455039,r354018_3455114,flow_road_segment,0.0,77.13347390003626,77.13347390003626,0.9256016868004352,0,0,0,0,0,0.0,0.0,0.9256016868004352,0.025929068207127134,0.0,,1,1,1,1,1
r353763_3454922,r353764_3454922,flow_road_segment,0.0,0.2495132817286401,0.2495132817286401,0.0029941593807436815,0,0,0,0,0,0.0,0.0,0.0029941593807436815,0.125,0.0,,1,1,1,1,1
r353763_3454922,r353763_3454927,flow_road_segment,0.0,4.211247408505166,4.211247408505166,0.050534968902061994,0,0,0,0,0,0.0,0.0,0.050534968902061994,0.25,0.0,,1,1,1,1,1
r353763_3454927,r353763_3454931,flow_road_segment,0.0,4.2142939050242925,4.2142939050242925,0.05057152686029151,0,0,0,0,0,0.0,0.0,0.05057152686029151,0.25,0.0,,1,1,1,1,1
r353763_3454931,r353765_3454935,flow_road_segment,0.0,4.217291949031212,4.217291949031212,0.050607503388374546,0,0,0,0,0,0.0,0.0,0.050607503388374546,0.25,0.0,,1,1,1,1,1
r353765_3454935,r353768_3454938,flow_road_segment,0.0,4.217807796172913,4.217807796172913,0.05061369355407496,0,0,0,0,0,0.0,0.0,0.05061369355407496,0.25,0.0,,1,1,1,1,1
r353768_3454938,r353772_3454940,flow_road_segment,0.0,4.230335692917338,4.230335692917338,0.050764028315008,0,0,0,0,0,0.0,0.0,0.050764028315008,0.25,0.0,,1,1,1,1,1
r353772_3454940,r353776_3454940,flow_road_segment,0.0,4.2330649496170265,4.2330649496170265,0.0507967793954043,0,0,0,0,0,0.0,0.0,0.0507967793954043,0.25,0.0,,1,1,1,1,1
r353776_3454940,r353780_3454940,flow_road_segment,0.0,4.231412427637451,4.231412427637451,0.05077694913164942,0,0,0,0,0,0.0,0.0,0.05077694913164942,0.25,0.0,,1,1,1,1,1
r353780_3454940,r353784_3454938,flow_road_segment,0.0,4.228199137914758,4.228199137705071,0.0507383896524608,0,0,0,0,0,0.0,0.0,0.0507383896524608,0.25,0.0,,1,1,1,1,1
r353784_3454938,r353787_3454935,flow_road_segment,0.0,4.228734693776937,4.228734693776937,0.05074481632532324,0,0,0,0,0,0.0,0.0,0.05074481632532324,0.25,0.0,,1,1,1,1,1
r353787_3454935,r353789_3454931,flow_road_segment,0.0,4.212329163924714,4.212329163924714,0.05054794996709657,0,0,0,0,0,0.0,0.0,0.05054794996709657,0.25,0.0,,1,1,1,1,1
r353789_3454927,r353789_3454931,flow_road_segment,0.0,4.05407698230925,4.054076980927252,0.048648923771127,0,0,0,0,0,0.0,0.0,0.048648923771127,0.25,0.0,,1,1,1,1,1
r353789_3454924,r353789_3454927,flow_road_segment,0.0,2.556758427441451,2.556758427441451,0.030681101129297412,0,0,0,0,0,0.0,0.0,0.030681101129297412,0.125,0.0,,1,1,1,1,1
r353789_3454931,r353798_3454935,flow_road_segment,0.0,10.40844660385659,10.40844660385659,0.12490135924627908,0,0,0,0,0,0.0,0.0,0.12490135924627908,0.1921516318511729,0.0,,1,1,1,1,1
r353835_3454948,r353842_3454929,flow_road_segment,0.0,20.539454138317588,20.539454138317588,0.24647344965981108,0,0,0,0,0,0.0,0.0,0.24647344965981108,0.04868678560129988,0.0,,1,1,1,1,1
r353825_3454973,r353835_3454948,flow_road_segment,0.0,27.057790007798854,27.057790007798854,0.3246934800935863,0,0,0,0,0,0.0,0.0,0.3246934800935863,0.03695793336084619,0.0,,1,1,1,1,1
r353813_3455002,r353825_3454973,flow_road_segment,0.0,30.336189465649607,30.336189465649607,0.36403427358779533,0,0,0,0,0,0.0,0.0,0.36403427358779533,0.03296392914252873,0.0,,1,1,1,1,1
r353802_3455031,r353813_3455002,flow_road_segment,0.0,32.170217904352185,32.170217904352185,0.38604261485222624,0,0,0,0,0,0.0,0.0,0.38604261485222624,0.031084651119652935,0.0,,1,1,1,1,1
r353798_3455040,r353802_3455031,flow_road_segment,0.0,9.6792370564625,9.6792370564625,0.11615084467754999,0,0,0,0,0,0.0,0.0,0.11615084467754999,0.10331392796422253,0.0,,1,1,1,1,1
r353797_3455052,r353798_3455040,flow_road_segment,0.0,11.327548983605311,11.327548983605311,0.13593058780326375,0,0,0,0,0,0.0,0.0,0.13593058780326375,0.17656070195359658,0.0,,1,1,1,1,1
r353797_3455052,r353797_3455058,flow_road_segment,0.0,6.128340736680619,6.128340736680619,0.07354008884016744,0,0,0,0,0,0.0,0.0,0.07354008884016744,0.125,0.0,,1,1,1,1,1
r353798_3454935,r353798_3454939,flow_road_segment,0.0,3.732440322565596,3.732440322565596,0.04478928387078716,0,0,0,0,0,0.0,0.0,0.04478928387078716,0.25,0.0,,1,1,1,1,1
r353798_3454939,r353800_3454940,flow_road_segment,0.0,2.447143396764587,2.447143396764587,0.029365720761175,0,0,0,0,0,0.0,0.0,0.029365720761175,0.25,0.0,,1,1,1,1,1
r353800_3454940,r353816_3454946,flow_road_segment,0.0,16.602999515053515,16.602999515053515,0.1992359941806422,0,0,0,0,0,0.0,0.0,0.1992359941806422,0.12046016132125104,0.0,,1,1,1,1,1
r353816_3454946,r353819_3454945,flow_road_segment,0.0,3.596480730996695,3.5964807307757973,0.0431577687693095,0,0,0,0,0,0.0,0.0,0.0431577687693095,0.25,0.0,,1,1,1,1,1
r353819_3454945,r353821_3454943,flow_road_segment,0.0,2.482062080490771,2.482062080490771,0.029784744965889252,0,0,0,0,0,0.0,0.0,0.029784744965889252,0.25,0.0,,1,1,1,1,1
r353821_3454940,r353821_3454943,flow_road_segment,0.0,2.739214598466864,2.739214598466864,0.0328705751816023,0,0,0,0,0,0.0,0.0,0.0328705751816023,0.25,0.0,,1,1,1,1,1
r353819_3454938,r353821_3454940,flow_road_segment,0.0,3.031965924273906,3.031965924273906,0.036383591091286874,0,0,0,0,0,0.0,0.0,0.036383591091286874,0.25,0.0,,1,1,1,1,1
r353804_3454932,r353819_3454938,flow_road_segment,0.0,16.337307403974943,16.33730740381067,0.196047688845728,0,0,0,0,0,0.0,0.0,0.196047688845728,0.12241919372365154,0.0,,1,1,1,1,1
r353802_3454932,r353804_3454932,flow_road_segment,0.0,2.319636198880639,2.319636198880639,0.0278356343865676,0,0,0,0,0,0.0,0.0,0.0278356343865676,0.25,0.0,,1,1,1,1,1
r353798_3454935,r353802_3454932,flow_road_segment,0.0,4.384318211073035,4.384318210815651,0.0526118185297878,0,0,0,0,0,0.0,0.0,0.0526118185297878,0.25,0.0,,1,1,1,1,1
r353767_3454952,r353772_3454940,flow_road_segment,0.0,13.399592622895527,13.399592622895527,0.16079511147474634,0,0,0,0,0,0.0,0.0,0.16079511147474634,0.07462913449259097,0.0,,1,1,1,1,1
r353821_3454943,r353835_3454948,flow_road_segment,0.0,14.53101339123041,14.53101339123041,0.17437216069476494,0,0,0,0,0,0.0,0.0,0.17437216069476494,0.06881832485293204,0.0,,1,1,1,1,1
r353708_3454930,r353725_3454937,flow_road_segment,0.0,18.35293377429773,18.35293377429773,0.2202352052915727,0,0,0,0,0,0.0,0.0,0.2202352052915727,0.10897440292629884,0.0,,1,1,1,1,1
r353725_3454937,r353756_3454948,flow_road_segment,0.0,33.249650596434584,33.249650596434584,0.39899580715721505,0,0,0,0,0,0.0,0.0,0.39899580715721505,0.030075504014686748,0.0,,1,1,1,1,1
r353756_3454948,r353767_3454952,flow_road_segment,0.0,10.83140138099491,10.83140138099491,0.12997681657193894,0,0,0,0,0,0.0,0.0,0.12997681657193894,0.0923241568496048,0.0,,1,1,1,1,1
r353767_3454952,r353774_3454955,flow_road_segment,0.0,8.266178562944253,8.266178562944253,0.09919414275533105,0,0,0,0,0,0.0,0.0,0.09919414275533105,0.12097488487398696,0.0,,1,1,1,1,1
r353774_3454955,r353796_3454963,flow_road_segment,0.0,22.732711384212447,22.732711384212447,0.27279253661054936,0,0,0,0,0,0.0,0.0,0.27279253661054936,0.04398947327921852,0.0,,1,1,1,1,1
r353796_3454963,r353825_3454973,flow_road_segment,0.0,31.013769750677376,31.013769750677376,0.37216523700812854,0,0,0,0,0,0.0,0.0,0.37216523700812854,0.0322437423131433,0.0,,1,1,1,1,1
r353873_3454932,r353888_3454993,flow_road_segment,0.0,62.613906103200314,62.613906103200314,0.7513668732384038,0,0,0,0,0,0.0,0.0,0.7513668732384038,0.015970893084865188,0.0,,1,1,1,1,1
r353960_3454989,r353984_3455084,flow_road_segment,0.0,98.49964710497534,98.49964710497534,1.1819957652597042,0,0,0,0,0,0.0,0.0,1.1819957652597042,0.020304634696252523,0.0,,1,1,1,1,1
r353945_3454938,r353960_3454989,flow_road_segment,0.0,52.66587126697288,52.66583746756946,0.6319900496108336,0,0,0,0,0,0.0,0.0,0.6319900496108336,0.03797526925231259,0.0,,1,1,1,1,1
r353742_3454981,r353762_3454988,flow_road_segment,0.0,20.66454587824347,20.66454587824347,0.24797455053892165,0,0,0,0,0,0.0,0.0,0.24797455053892165,0.04839206270934042,0.0,,1,1,1,1,1
r353646_3455002,r353656_3454991,flow_road_segment,0.0,15.225595044571593,15.225595044571593,0.18270714053485912,0,0,0,0,0,0.0,0.0,0.18270714053485912,0.06567887803876221,0.0,,1,1,1,1,1
r353656_3454991,r353663_3454977,flow_road_segment,0.0,15.63780800001582,15.63780800001582,0.18765369600018986,0,0,0,0,0,0.0,0.0,0.18765369600018986,0.12789516279846463,0.0,,1,1,1,1,1
r353663_3454977,r353665_3454973,flow_road_segment,0.0,4.109993380562565,4.109993380562565,0.0493199205667507,0,0,0,0,0,0.0,0.0,0.0493199205667507,0.25,0.0,,1,1,1,1,1
r353665_3454973,r353666_3454955,flow_road_segment,0.0,17.858701458729726,17.858701458729726,0.2143044175047567,0,0,0,0,0,0.0,0.0,0.2143044175047567,0.11199022530399907,0.0,,1,1,1,1,1
r353664_3454944,r353666_3454955,flow_road_segment,0.0,11.871915885319622,11.871915884862034,0.1424629906183444,0,0,0,0,0,0.0,0.0,0.1424629906183444,0.16846480545837342,0.0,,1,1,1,1,1
r353653_3454933,r353664_3454944,flow_road_segment,0.0,14.937382764974151,14.937382764974151,0.1792485931796898,0,0,0,0,0,0.0,0.0,0.1792485931796898,0.13389226422514186,0.0,,1,1,1,1,1
r353648_3454932,r353653_3454933,flow_road_segment,0.0,4.927818737865044,4.927818737865044,0.05913382485438053,0,0,0,0,0,0.0,0.0,0.05913382485438053,0.125,0.0,,1,1,1,1,1
r353638_3454933,r353648_3454932,flow_road_segment,0.0,10.027908620995863,10.027908620995863,0.12033490345195036,0,0,0,0,0,0.0,0.0,0.12033490345195036,0.09972169051343938,0.0,,1,1,1,1,1
r353627_3454936,r353638_3454933,flow_road_segment,0.0,11.562336125102794,11.562336125102794,0.1387480335012335,0,0,0,0,0,0.0,0.0,0.1387480335012335,0.17297542454745224,0.0,,1,1,1,1,1
r353617_3454947,r353627_3454936,flow_road_segment,0.0,15.344418731231345,15.344418731231343,0.1841330247747761,0,0,0,0,0,0.0,0.0,0.1841330247747761,0.13034055150810564,0.0,,1,1,1,1,1
r353742_3454981,r353756_3454948,flow_road_segment,0.0,35.74012605485026,35.74012605485026,0.4288815126582031,0,0,0,0,0,0.0,0.0,0.4288815126582031,0.02797975582025937,0.0,,1,1,1,1,1
r353742_3454981,r353742_3454983,flow_road_segment,0.0,1.9241714381281378,1.9241714381281378,0.023090057257537655,0,0,0,0,0,0.0,0.0,0.023090057257537655,0.125,0.0,,1,1,1,1,1
r353732_3454982,r353742_3454983,flow_road_segment,0.0,9.699686999580507,9.699686999580507,0.11639624399496609,0,0,0,0,0,0.0,0.0,0.11639624399496609,0.10309611021914915,0.0,,1,1,1,1,1
r353718_3454983,r353732_3454982,flow_road_segment,0.0,13.9098653752714,13.9098653752714,0.1669183845032568,0,0,0,0,0,0.0,0.0,0.1669183845032568,0.07189142188088853,0.0,,1,1,1,1,1
r353709_3454987,r353718_3454983,flow_road_segment,0.0,9.507394313851742,9.507394313851742,0.11408873176622092,0,0,0,0,0,0.0,0.0,0.11408873176622092,0.10518129016097037,0.0,,1,1,1,1,1
r353705_3454991,r353709_3454987,flow_road_segment,0.0,5.998180167515641,5.998180167515641,0.0719781620101877,0,0,0,0,0,0.0,0.0,0.0719781620101877,0.125,0.0,,1,1,1,1,1
r353703_3454993,r353705_3454991,flow_road_segment,0.0,2.8323652562131816,2.8323652562131816,0.03398838307455818,0,0,0,0,0,0.0,0.0,0.03398838307455818,0.125,0.0,,1,1,1,1,1
r353638_3455006,r353646_3455002,flow_road_segment,0.0,8.538991236812963,8.538991236812963,0.10246789484175556,0,0,0,0,0,0.0,0.0,0.10246789484175556,0.11710985200322485,0.0,,1,1,1,1,1
r353631_3455008,r353638_3455006,flow_road_segment,0.0,7.755935857695408,7.755935857695408,0.0930712302923449,0,0,0,0,0,0.0,0.0,0.0930712302923449,0.125,0.0,,1,1,1,1,1
r353626_3455008,r353631_3455008,flow_road_segment,0.0,4.479123593316125,4.479123593316125,0.0537494831197935,0,0,0,0,0,0.0,0.0,0.0537494831197935,0.125,0.0,,1,1,1,1,1
r353621_3455006,r353626_3455008,flow_road_segment,0.0,5.33576809635982,5.33576809635982,0.06402921715631785,0,0,0,0,0,0.0,0.0,0.06402921715631785,0.25,0.0,,1,1,1,1,1
r353614_3454999,r353621_3455006,flow_road_segment,0.0,10.109121458093096,10.10912145777144,0.1213094574932572,0,0,0,0,0,0.0,0.0,0.1213094574932572,0.19784112875908433,0.0,,1,1,1,1,1
r353610_3454989,r353614_3454999,flow_road_segment,0.0,11.009669323423145,11.009669323423145,0.1321160318810777,0,0,0,0,0,0.0,0.0,0.1321160318810777,0.18165849865672046,0.0,,1,1,1,1,1
r353609_3454974,r353610_3454989,flow_road_segment,0.0,15.184543179611216,15.184543179611216,0.1822145181553346,0,0,0,0,0,0.0,0.0,0.1822145181553346,0.13171288568532405,0.0,,1,1,1,1,1
r353609_3454974,r353611_3454962,flow_road_segment,0.0,11.247797593196214,11.247797593196214,0.1349735711183546,0,0,0,0,0,0.0,0.0,0.1349735711183546,0.17781258805811,0.0,,1,1,1,1,1
r353611_3454962,r353614_3454956,flow_road_segment,0.0,7.04955581203391,7.04955581203391,0.08459466974440692,0,0,0,0,0,0.0,0.0,0.08459466974440692,0.25,0.0,,1,1,1,1,1
r353614_3454956,r353615_3454953,flow_road_segment,0.0,3.4661840198944054,3.466184019017231,0.0415942082282067,0,0,0,0,0,0.0,0.0,0.0415942082282067,0.25,0.0,,1,1,1,1,1
r353615_3454953,r353617_3454947,flow_road_segment,0.0,5.523587002058407,5.523587002058407,0.06628304402470088,0,0,0,0,0,0.0,0.0,0.06628304402470088,0.25,0.0,,1,1,1,1,1
r353664_3454944,r353689_3454953,flow_road_segment,0.0,26.72800309660385,26.72800309660385,0.3207360371592462,0,0,0,0,0,0.0,0.0,0.3207360371592462,0.037413943585148095,0.0,,1,1,1,1,1
r353677_3454983,r353689_3454953,flow_road_segment,0.0,32.21965749311606,32.21965749311606,0.3866358899173927,0,0,0,0,0,0.0,0.0,0.3866358899173927,0.031036953146185882,0.0,,1,1,1,1,1
r353661_3455022,r353677_3454983,flow_road_segment,0.0,42.66217694833621,42.66217694833621,0.5119461233800345,0,0,0,0,0,0.0,0.0,0.5119461233800345,0.023439966535486398,0.0,,1,1,1,1,1
r353644_3455015,r353661_3455022,flow_road_segment,0.0,18.75382907213811,18.75382907213811,0.22504594886565735,0,0,0,0,0,0.0,0.0,0.22504594886565735,0.05332244397415694,0.0,,1,1,1,1,1
r353515_3455018,r353523_3455021,flow_road_segment,0.0,8.664482355954975,8.664482355954975,0.1039737882714597,0,0,0,0,0,0.0,0.0,0.1039737882714597,0.23082740755140763,0.0,,1,1,1,1,1
r353506_3455015,r353515_3455018,flow_road_segment,0.0,9.981425281233083,9.981425281233083,0.119777103374797,0,0,0,0,0,0.0,0.0,0.119777103374797,0.20037218569980864,0.0,,1,1,1,1,1
