source_id,target_id,edge_kind,shared_length_m,centroid_dist_m,walk_dist_m,walk_time_min,cross_arterial,cross_rail,cross_river,cross_elevated,has_crossing_facility,barrier_cost,angular_cost,edge_cost,edge_conductance,edge_weight_norm,flow_geojson_class,allow_N01_pedestrian,allow_N01_bike,allow_N02_fast_auto,allow_N03_slow_auto,allow_N04_transit_proxy
r354315_3455164,r354382_3455179,flow_road_segment,0.0,68.22781924370756,68.22781924370756,0.8187338309244907,0,0,0,0,0,0.0,0.0,0.8187338309244907,0.014656777998839922,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354378_3455196,r354372_3455195,flow_road_segment,0.0,6.800097172450554,6.800097172450554,0.08160116606940665,0,0,0,0,0,0.0,0.0,0.08160116606940665,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354372_3455195,r354355_3455191,flow_road_segment,0.0,16.899583930552975,16.899583930552975,0.2027950071666357,0,0,0,0,0,0.0,0.0,0.2027950071666357,0.05917305444378942,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354355_3455191,r354333_3455184,flow_road_segment,0.0,23.058353576806844,23.058353576806844,0.27670024292168216,0,0,0,0,0,0.0,0.0,0.27670024292168216,0.04336823080923896,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354424_3455168,r354433_3455182,flow_road_segment,0.0,16.86085116061784,16.86085116061784,0.2023302139274141,0,0,0,0,0,0.0,0.0,0.2023302139274141,0.05930898686394409,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354433_3455182,r354434_3455193,flow_road_segment,0.0,11.150633402662173,11.150633402662173,0.1338076008319461,0,0,0,0,0,0.0,0.0,0.1338076008319461,0.08968100410881176,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354434_3455193,r354426_3455209,flow_road_segment,0.0,17.279600695552425,17.279600695552425,0.2073552083466291,0,0,0,0,0,0.0,0.0,0.2073552083466291,0.05787170766378813,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354426_3455209,r354419_3455222,flow_road_segment,0.0,15.320056710782398,15.320056710782398,0.1838406805293888,0,0,0,0,0,0.0,0.0,0.1838406805293888,0.06527390980845331,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354344_3455205,r354339_3455225,flow_road_segment,0.0,20.750945282436046,20.750945282436046,0.24901134338923256,0,0,0,0,0,0.0,0.0,0.24901134338923256,0.048190575725069115,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354374_3455213,r354419_3455222,flow_road_segment,0.0,46.15957653447863,46.15957653447863,0.5539149184137436,0,0,0,0,0,0.0,0.0,0.5539149184137436,0.02166397690527026,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354546_3455154,r354533_3455155,flow_road_segment,0.0,13.41021997675309,13.41021997675309,0.1609226397210371,0,0,0,0,0,0.0,0.0,0.1609226397210371,0.07456999226959155,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354533_3455155,r354524_3455158,flow_road_segment,0.0,9.204265432182956,9.204265432182956,0.11045118518619547,0,0,0,0,0,0.0,0.0,0.11045118518619547,0.10864528053520423,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354524_3455158,r354519_3455164,flow_road_segment,0.0,7.306796291227032,7.306796291227032,0.0876815554947244,0,0,0,0,0,0.0,0.0,0.0876815554947244,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354519_3455164,r354518_3455176,flow_road_segment,0.0,12.349941255018306,12.349941255018306,0.14819929506021967,0,0,0,0,0,0.0,0.0,0.14819929506021967,0.0809720450770288,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354586_3455168,r354566_3455174,flow_road_segment,0.0,20.815697624499727,20.815697624499727,0.24978837149399674,0,0,0,0,0,0.0,0.0,0.24978837149399674,0.04804066709842176,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354566_3455174,r354535_3455177,flow_road_segment,0.0,30.70052889418368,30.70052889418368,0.36840634673020417,0,0,0,0,0,0.0,0.0,0.36840634673020417,0.03257272874505603,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354535_3455177,r354518_3455176,flow_road_segment,0.0,17.27371694490109,17.27371694490109,0.20728460333881307,0,0,0,0,0,0.0,0.0,0.20728460333881307,0.057891419848417926,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354600_3455141,r354610_3455143,flow_road_segment,0.0,9.830964530718855,9.830964530718855,0.11797157436862626,0,0,0,0,0,0.0,0.0,0.11797157436862626,0.10171941897209535,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354610_3455143,r354622_3455148,flow_road_segment,0.0,12.80878575987106,12.80878575987106,0.15370542911845272,0,0,0,0,0,0.0,0.0,0.15370542911845272,0.07807141275896136,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354622_3455148,r354633_3455154,flow_road_segment,0.0,12.791416243347667,12.791416243347667,0.15349699492017202,0,0,0,0,0,0.0,0.0,0.15349699492017202,0.07817742625020604,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354633_3455154,r354643_3455160,flow_road_segment,0.0,11.692338106288195,11.692338106288195,0.14030805727545836,0,0,0,0,0,0.0,0.0,0.14030805727545836,0.08552609331936742,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354643_3455160,r354654_3455170,flow_road_segment,0.0,15.29205489827535,15.29205489827535,0.1835046587793042,0,0,0,0,0,0.0,0.0,0.1835046587793042,0.06539343513034215,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354654_3455170,r354658_3455177,flow_road_segment,0.0,7.701139895350529,7.701139895350529,0.09241367874420636,0,0,0,0,0,0.0,0.0,0.09241367874420636,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354658_3455177,r354659_3455182,flow_road_segment,0.0,5.642609879116667,5.642609879116667,0.0677113185494,0,0,0,0,0,0.0,0.0,0.0677113185494,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354659_3455182,r354664_3455204,flow_road_segment,0.0,22.563590757875094,22.563590757875094,0.27076308909450114,0,0,0,0,0,0.0,0.0,0.27076308909450114,0.04431918708022934,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354518_3455176,r354504_3455175,flow_road_segment,0.0,13.459968268741585,13.459968268741585,0.16151961922489905,0,0,0,0,0,0.0,0.0,0.16151961922489905,0.07429438019718995,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354504_3455175,r354500_3455185,flow_road_segment,0.0,11.042908231656462,11.042908231656462,0.13251489877987754,0,0,0,0,0,0.0,0.0,0.13251489877987754,0.09055585530751058,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354500_3455185,r354493_3455189,flow_road_segment,0.0,8.013403706697577,8.013403706697577,0.09616084448037093,0,0,0,0,0,0.0,0.0,0.09616084448037093,0.12479091739309267,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354493_3455189,r354483_3455191,flow_road_segment,0.0,9.629945538093764,9.629945538093764,0.11555934645712518,0,0,0,0,0,0.0,0.0,0.11555934645712518,0.10384274719355772,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354483_3455191,r354474_3455187,flow_road_segment,0.0,10.160402940892823,10.160402940892823,0.12192483529071388,0,0,0,0,0,0.0,0.0,0.12192483529071388,0.09842129350749225,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354474_3455187,r354468_3455181,flow_road_segment,0.0,8.83226055498067,8.83226055498067,0.10598712665976803,0,0,0,0,0,0.0,0.0,0.10598712665976803,0.11322129751211678,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354468_3455181,r354467_3455173,flow_road_segment,0.0,7.838970278986965,7.838970278986965,0.09406764334784358,0,0,0,0,0,0.0,0.0,0.09406764334784358,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354718_3455190,r354723_3455169,flow_road_segment,0.0,21.823856375332692,21.823856375332692,0.2618862765039923,0,0,0,0,0,0.0,0.0,0.2618862765039923,0.04582141592217821,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354672_3455203,r354685_3455205,flow_road_segment,0.0,12.654087236766943,12.654087236766943,0.15184904684120332,0,0,0,0,0,0.0,0.0,0.15184904684120332,0.07902585001109058,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354685_3455205,r354691_3455204,flow_road_segment,0.0,6.792656297345055,6.792656297345055,0.08151187556814067,0,0,0,0,0,0.0,0.0,0.08151187556814067,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354691_3455204,r354705_3455193,flow_road_segment,0.0,17.342386987151436,17.342386987151436,0.20810864384581723,0,0,0,0,0,0.0,0.0,0.20810864384581723,0.05766218922117678,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354705_3455193,r354711_3455190,flow_road_segment,0.0,7.040613988645136,7.040613988645136,0.08448736786374164,0,0,0,0,0,0.0,0.0,0.08448736786374164,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354711_3455190,r354718_3455190,flow_road_segment,0.0,6.705091322197589,6.705091322197589,0.08046109586637107,0,0,0,0,0,0.0,0.0,0.08046109586637107,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354718_3455190,r354727_3455193,flow_road_segment,0.0,8.914118921799028,8.914118921799028,0.10696942706158835,0,0,0,0,0,0.0,0.0,0.10696942706158835,0.11218158617500047,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354727_3455193,r354733_3455198,flow_road_segment,0.0,8.731789413756069,8.731789413756069,0.10478147296507283,0,0,0,0,0,0.0,0.0,0.10478147296507283,0.11452406289421034,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354733_3455198,r354740_3455210,flow_road_segment,0.0,13.96961348036258,13.96961348036258,0.16763536176435098,0,0,0,0,0,0.0,0.0,0.16763536176435098,0.07158394191834469,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354740_3455210,r354744_3455225,flow_road_segment,0.0,14.962234870740161,14.962234870740161,0.17954681844888196,0,0,0,0,0,0.0,0.0,0.17954681844888196,0.06683493533145769,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354744_3455225,r354750_3455231,flow_road_segment,0.0,8.821863683431008,8.821863683431008,0.10586236420117211,0,0,0,0,0,0.0,0.0,0.10586236420117211,0.11335473272820726,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354750_3455231,r354757_3455232,flow_road_segment,0.0,6.800802253825921,6.800802253825921,0.08160962704591106,0,0,0,0,0,0.0,0.0,0.08160962704591106,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354757_3455232,r354767_3455232,flow_road_segment,0.0,9.56884023111923,9.56884023111923,0.11482608277343077,0,0,0,0,0,0.0,0.0,0.11482608277343077,0.10450587279614698,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354767_3455232,r354769_3455229,flow_road_segment,0.0,4.386299661700609,4.386299661700609,0.052635595940407315,0,0,0,0,0,0.0,0.0,0.052635595940407315,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354664_3455204,r354667_3455223,flow_road_segment,0.0,19.11029520313173,19.11029520313173,0.2293235424375808,0,0,0,0,0,0.0,0.0,0.2293235424375808,0.052327815419414524,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354769_3455229,r354774_3455224,flow_road_segment,0.0,6.504707741370274,6.504707741370274,0.0780564928964433,0,0,0,0,0,0.0,0.0,0.0780564928964433,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354774_3455224,r354793_3455199,flow_road_segment,0.0,31.808588874827162,31.808588874827162,0.38170306649792596,0,0,0,0,0,0.0,0.0,0.38170306649792596,0.031438049764960965,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354339_3455225,r354344_3455228,flow_road_segment,0.0,6.165745455601108,6.165745455601108,0.0739889454672133,0,0,0,0,0,0.0,0.0,0.0739889454672133,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354344_3455228,r354361_3455232,flow_road_segment,0.0,16.89982491088443,16.89982491088443,0.20279789893061317,0,0,0,0,0,0.0,0.0,0.20279789893061317,0.05917221067514991,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354361_3455232,r354369_3455234,flow_road_segment,0.0,8.91410142253504,8.91410142253504,0.1069692170704205,0,0,0,0,0,0.0,0.0,0.1069692170704205,0.11218180639856513,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354339_3455225,r354333_3455244,flow_road_segment,0.0,19.692701968513433,19.692701968513433,0.2363124236221612,0,0,0,0,0,0.0,0.0,0.2363124236221612,0.05078023328636645,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354302_3455234,r354333_3455244,flow_road_segment,0.0,32.662408250939585,32.662408250939585,0.39194889901127505,0,0,0,0,0,0.0,0.0,0.39194889901127505,0.030616236020233854,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354366_3455254,r354333_3455244,flow_road_segment,0.0,34.11187073489404,34.11187073489404,0.4093424488187285,0,0,0,0,0,0.0,0.0,0.4093424488187285,0.029315308086491736,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354333_3455244,r354331_3455259,flow_road_segment,0.0,14.693170038342522,14.693170038342522,0.17631804046011026,0,0,0,0,0,0.0,0.0,0.17631804046011026,0.06805883259980336,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354419_3455222,r354415_3455228,flow_road_segment,0.0,6.724325558030197,6.724325558030197,0.08069190669636236,0,0,0,0,0,0.0,0.0,0.08069190669636236,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354415_3455228,r354414_3455237,flow_road_segment,0.0,8.927873702926973,8.927873702926973,0.10713448443512369,0,0,0,0,0,0.0,0.0,0.10713448443512369,0.11200875295448605,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354414_3455237,r354417_3455244,flow_road_segment,0.0,7.271675078043026,7.271675078043026,0.08726010093651632,0,0,0,0,0,0.0,0.0,0.08726010093651632,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354417_3455244,r354432_3455266,flow_road_segment,0.0,26.537728201355595,26.537728201355595,0.31845273841626714,0,0,0,0,0,0.0,0.0,0.31845273841626714,0.03768220069225512,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354432_3455266,r354439_3455280,flow_road_segment,0.0,15.957878139682675,15.957878139682675,0.19149453767619212,0,0,0,0,0,0.0,0.0,0.19149453767619212,0.06266497282701303,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354299_3455249,r354331_3455259,flow_road_segment,0.0,33.19449276506323,33.19449276506323,0.3983339131807588,0,0,0,0,0,0.0,0.0,0.3983339131807588,0.03012547915937691,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354331_3455259,r354328_3455270,flow_road_segment,0.0,11.449783865587241,11.449783865587241,0.1373974063870469,0,0,0,0,0,0.0,0.0,0.1373974063870469,0.08733789316369,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354769_3455229,r354779_3455235,flow_road_segment,0.0,11.706338544962952,11.706338544962952,0.14047606253955544,0,0,0,0,0,0.0,0.0,0.14047606253955544,0.08542380661204128,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354779_3455235,r354787_3455241,flow_road_segment,0.0,9.493475329625596,9.493475329625596,0.11392170395550716,0,0,0,0,0,0.0,0.0,0.11392170395550716,0.10533550309857265,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354787_3455241,r354796_3455254,flow_road_segment,0.0,15.916078087805783,15.916078087805783,0.1909929370536694,0,0,0,0,0,0.0,0.0,0.1909929370536694,0.06282954849072757,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354595_3455435,r354594_3455442,flow_road_segment,0.0,6.724404900779278,6.724404900779278,0.08069285880935134,0,0,0,0,0,0.0,0.0,0.08069285880935134,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354594_3455442,r354593_3455447,flow_road_segment,0.0,5.626932952070433,5.626932952070433,0.06752319542484521,0,0,0,0,0,0.0,0.0,0.06752319542484521,0.125,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354593_3455447,r354589_3455465,flow_road_segment,0.0,18.365214994318155,18.365214994318155,0.22038257993181787,0,0,0,0,0,0.0,0.0,0.22038257993181787,0.054450764682546914,0.0,慢行与人行（原始矢量）,1,1,0,0,0
r354589_3455465,r354600_3455473,flow_road_segment,0.0,13.9188112115729,13.9188112115729,0.16702573453887481,0,0,0,0,0,0.0,0.0,0.16702573453887481,0.07184521614665931,0.0,慢行与人行（原始矢量）,1,1,0,0,0
