unit_id,timestamp,hour,o_arrive,o_leave,o_stay,商业,办公,交通,居住,公服,教育,医疗,文体,其它,norm_o_arrive,norm_o_leave,norm_o_stay,norm_商业,norm_办公,norm_交通,norm_居住,norm_公服,norm_教育,norm_医疗,norm_文体,norm_其它
plot_10604,2021-04-01 16:00:00,16,0.0,24.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.49188018765788527,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-01 17:00:00,17,0.0,21.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.39552508119812335,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-01 18:00:00,18,0.0,20.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.367737278960664,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-01 19:00:00,19,0.0,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.41501263081919876,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-01 20:00:00,20,0.0,29.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6669072536990255,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-01 21:00:00,21,0.0,27.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6059184409960303,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-01 22:00:00,22,0.0,31.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7509924215084808,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-01 23:00:00,23,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5467340310357272,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-02 00:00:00,0,0.0,27.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6120534103211837,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-02 01:00:00,1,0.0,22.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4435221941537351,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-02 02:00:00,2,0.0,23.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45434861060988807,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-02 03:00:00,3,0.0,31.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7347527968242511,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-02 04:00:00,4,0.0,10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10604,2021-04-02 05:00:00,5,0.0,38.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 06:00:00,6,0.0,0.0,953.69,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.5424069839950115,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 07:00:00,7,0.0,0.0,1238.73,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.7793972147162752,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 08:00:00,8,0.0,0.0,1224.57,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.7676241945541468,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 09:00:00,9,0.0,0.0,1180.12,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.730667220951985,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 10:00:00,10,0.0,0.0,1162.11,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.7156932030762835,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 11:00:00,11,0.0,0.0,1068.65,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.6379879442943256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 12:00:00,12,0.0,0.0,724.61,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.35194346289752654,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 13:00:00,13,0.0,0.0,663.68,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.3012845562253169,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 14:00:00,14,0.0,0.0,779.62,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.3976803159426315,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 15:00:00,15,0.0,0.0,891.81,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.49095822074412804,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 16:00:00,16,0.0,0.0,1171.35,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.7233755975888588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 17:00:00,17,0.0,0.0,1386.85,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.9025483267511951,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 18:00:00,18,0.0,0.0,1501.08,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.9975223446268967,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 19:00:00,19,0.0,0.0,1504.06,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 20:00:00,20,0.0,0.0,1306.11,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.8354188318436915,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 21:00:00,21,0.0,0.0,674.12,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.30996466431095404,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 22:00:00,22,0.0,0.0,776.13,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.39477863230097693,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-01 23:00:00,23,0.0,0.0,514.23,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.1770276449802536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-02 00:00:00,0,0.0,0.0,337.92,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.0304385782581584,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-02 01:00:00,1,0.0,0.0,445.01,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.11947620037414258,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-02 02:00:00,2,0.0,0.0,301.31,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-02 03:00:00,3,0.0,0.0,361.11,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.049719393057576396,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-02 04:00:00,4,0.0,0.0,542.41,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.20045728538765326,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10605,2021-04-02 05:00:00,5,0.0,0.0,566.76,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0,0.5,0.5,0.22070255664103097,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 06:00:00,6,15.1,56.68,1099.13,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.06301824212271974,0.8107476635514019,0.49614336973887535,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 07:00:00,7,13.46,46.69,1346.82,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.008623548922056436,0.5189836448598131,0.6583248212461694,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 08:00:00,8,19.31,51.83,1491.23,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.20265339966832502,0.6691004672897196,0.7528810141169691,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 09:00:00,9,29.83,50.73,1362.67,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.5515754560530679,0.6369742990654205,0.6687030198266153,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 10:00:00,10,37.19,48.519999999999996,1232.88,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.7956882255389717,0.5724299065420559,0.5837196511353815,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 11:00:00,11,42.75,56.83,982.62,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.9800995024875622,0.8151285046728972,0.41985542547340293,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 12:00:00,12,25.35,57.51,802.17,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.4029850746268657,0.8349883177570093,0.3017011078808831,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 13:00:00,13,14.13,59.099999999999994,560.57,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.030845771144278656,0.8814252336448597,0.1435072418218486,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 14:00:00,14,14.42,34.78,550.49,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.0404643449419569,0.1711448598130841,0.13690710039024645,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 15:00:00,15,30.76,30.66,1087.51,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.5824212271973467,0.05081775700934576,0.488534873366334,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 16:00:00,16,20.69,52.78,1110.54,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.24842454394693206,0.6968457943925235,0.5036143631649249,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 17:00:00,17,18.61,41.56,1484.9,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.17943615257048093,0.369158878504673,0.7487362824441475,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 18:00:00,18,43.35,53.09,1868.64,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,1.0,0.7058995327102805,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 19:00:00,19,18.75,58.79,1473.67,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.18407960199004977,0.8723714953271029,0.7413831486865193,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 20:00:00,20,19.59,48.480000000000004,1196.72,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.21194029850746268,0.5712616822429908,0.5600429533013802,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 21:00:00,21,33.35,63.16,997.35,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.6683250414593699,1.0,0.42950027500589294,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 22:00:00,22,17.47,51.64,791.72,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.14162520729684908,0.663551401869159,0.29485869935308134,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-01 23:00:00,23,20.65,33.96,468.15,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.24709784411276944,0.14719626168224298,0.08299284984678242,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-02 00:00:00,0,20.39,37.74,354.18,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.23847429519071311,0.2575934579439253,0.008368036457924116,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-02 01:00:00,1,24.95,60.0,341.4,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.3897180762852404,0.9077102803738318,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-02 02:00:00,2,23.1,49.129999999999995,415.73,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.32835820895522394,0.5902453271028036,0.0486694952987088,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-02 03:00:00,3,24.17,54.47,355.72,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.36384742951907134,0.7462032710280374,0.00937639139886334,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-02 04:00:00,4,13.2,28.92,486.02,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.0,0.0,0.09469369581729131,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10646,2021-04-02 05:00:00,5,23.02,47.08,756.86,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0,0.3257048092868988,0.530373831775701,0.2720332102354574,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 06:00:00,6,0.0,0.0,947.0,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.49131970870752983,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 07:00:00,7,0.0,0.0,1169.67,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.6697083069626592,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 08:00:00,8,0.0,0.0,1211.26,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.7030274869214808,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 09:00:00,9,0.0,0.0,1472.74,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.912508111485864,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 10:00:00,10,0.0,0.0,1102.89,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.6162085513086532,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 11:00:00,11,0.0,0.0,981.59,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.5190309478221161,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 12:00:00,12,0.0,0.0,684.34,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.28089374554368984,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 13:00:00,13,0.0,0.0,648.48,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.252165065733078,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 14:00:00,14,0.0,0.0,673.17,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.27194507422510267,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 15:00:00,15,0.0,0.0,868.31,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.42827844227426026,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 16:00:00,16,0.0,0.0,1112.73,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.6240917138668354,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 17:00:00,17,0.0,0.0,1581.95,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 18:00:00,18,0.0,0.0,1244.06,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.7293046954487553,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 19:00:00,19,0.0,0.0,1248.69,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.733013947750014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 20:00:00,20,0.0,0.0,1024.58,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.5534717159497848,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 21:00:00,21,0.0,0.0,915.08,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.46574749845781627,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 22:00:00,22,0.0,0.0,533.53,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.16007466572666892,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-01 23:00:00,23,0.0,0.0,513.32,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.14388373937495494,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-02 00:00:00,0,0.0,0.0,340.94,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.00578419041362567,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-02 01:00:00,1,0.0,0.0,346.34,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.010110316207750132,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-02 02:00:00,2,0.0,0.0,333.72,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-02 03:00:00,3,0.0,0.0,415.33,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.06538057889972197,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-02 04:00:00,4,0.0,0.0,585.1,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.20138916706055773,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10648,2021-04-02 05:00:00,5,0.0,0.0,667.09,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0,0.5,0.5,0.2670741770346811,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 06:00:00,6,21.11,30.81,915.71,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.23478260869565212,0.5288901601830663,0.5260187676356717,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 07:00:00,7,15.91,24.77,1316.17,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.07329192546583849,0.35612128146453087,0.9014277277286662,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 08:00:00,8,23.82,37.28,1114.73,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.31894409937888196,0.7139588100686499,0.7125889400316857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 09:00:00,9,23.3,34.82,1008.97,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.3027950310559006,0.6435926773455377,0.6134448267134139,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 10:00:00,10,19.34,12.32,1408.71,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.17981366459627324,0.0,0.988178826882154,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 11:00:00,11,29.68,36.61,826.34,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.5009316770186335,0.6947940503432494,0.4422393670375822,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 12:00:00,12,27.56,47.28,809.23,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.43509316770186324,1.0,0.4261996943931454,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 13:00:00,13,21.55,22.83,766.54,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.24844720496894407,0.30062929061784893,0.38618019555088917,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 14:00:00,14,45.75,28.64,801.49,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,1.0,0.4668192219679634,0.4189438752074096,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 15:00:00,15,30.22,17.53,1058.1,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.5177018633540371,0.14902745995423344,0.6595014671003909,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 16:00:00,16,33.36,25.14,1222.6,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.6152173913043477,0.36670480549199086,0.8137110609057587,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 17:00:00,17,43.19,30.31,1383.73,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.9204968944099378,0.5145881006864989,0.9647614672878798,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
plot_10650,2021-04-01 18:00:00,18,30.07,37.42,1173.87,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0,0.5130434782608695,0.7179633867276888,0.7680293982544786,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
