unit_id,timestamp,hour,o_arrive,o_leave,o_stay,商业,办公,交通,居住,公服,教育,医疗,文体,其它
plot_10605,2021-04-01 21:00:00,21,0.0,0.0,674.12,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0
plot_10605,2021-04-01 22:00:00,22,0.0,0.0,776.13,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0
plot_10605,2021-04-01 23:00:00,23,0.0,0.0,514.23,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0
plot_10605,2021-04-02 00:00:00,0,0.0,0.0,337.92,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0
plot_10605,2021-04-02 01:00:00,1,0.0,0.0,445.01,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0
plot_10605,2021-04-02 02:00:00,2,0.0,0.0,301.31,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0
plot_10605,2021-04-02 03:00:00,3,0.0,0.0,361.11,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0
plot_10605,2021-04-02 04:00:00,4,0.0,0.0,542.41,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0
plot_10605,2021-04-02 05:00:00,5,0.0,0.0,566.76,11.0,12.0,38.0,18.0,22.0,37.0,1.0,11.0,17.0
plot_10646,2021-04-01 06:00:00,6,15.1,56.68,1099.13,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 07:00:00,7,13.46,46.69,1346.82,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 08:00:00,8,19.31,51.83,1491.23,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 09:00:00,9,29.83,50.73,1362.67,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 10:00:00,10,37.19,48.519999999999996,1232.88,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 11:00:00,11,42.75,56.83,982.62,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 12:00:00,12,25.35,57.51,802.17,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 13:00:00,13,14.13,59.099999999999994,560.57,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 14:00:00,14,14.42,34.78,550.49,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 15:00:00,15,30.76,30.66,1087.51,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 16:00:00,16,20.69,52.78,1110.54,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 17:00:00,17,18.61,41.56,1484.9,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 18:00:00,18,43.35,53.09,1868.64,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 19:00:00,19,18.75,58.79,1473.67,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 20:00:00,20,19.59,48.480000000000004,1196.72,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 21:00:00,21,33.35,63.16,997.35,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 22:00:00,22,17.47,51.64,791.72,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-01 23:00:00,23,20.65,33.96,468.15,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-02 00:00:00,0,20.39,37.74,354.18,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-02 01:00:00,1,24.95,60.0,341.4,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-02 02:00:00,2,23.1,49.129999999999995,415.73,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-02 03:00:00,3,24.17,54.47,355.72,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-02 04:00:00,4,13.2,28.92,486.02,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10646,2021-04-02 05:00:00,5,23.02,47.08,756.86,36.0,29.0,27.0,15.0,34.0,8.0,16.0,14.0,1.0
plot_10648,2021-04-01 06:00:00,6,0.0,0.0,947.0,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 07:00:00,7,0.0,0.0,1169.67,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 08:00:00,8,0.0,0.0,1211.26,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 09:00:00,9,0.0,0.0,1472.74,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 10:00:00,10,0.0,0.0,1102.89,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 11:00:00,11,0.0,0.0,981.59,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 12:00:00,12,0.0,0.0,684.34,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 13:00:00,13,0.0,0.0,648.48,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 14:00:00,14,0.0,0.0,673.17,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 15:00:00,15,0.0,0.0,868.31,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 16:00:00,16,0.0,0.0,1112.73,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 17:00:00,17,0.0,0.0,1581.95,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 18:00:00,18,0.0,0.0,1244.06,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 19:00:00,19,0.0,0.0,1248.69,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 20:00:00,20,0.0,0.0,1024.58,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 21:00:00,21,0.0,0.0,915.08,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 22:00:00,22,0.0,0.0,533.53,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-01 23:00:00,23,0.0,0.0,513.32,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-02 00:00:00,0,0.0,0.0,340.94,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-02 01:00:00,1,0.0,0.0,346.34,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-02 02:00:00,2,0.0,0.0,333.72,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-02 03:00:00,3,0.0,0.0,415.33,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-02 04:00:00,4,0.0,0.0,585.1,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10648,2021-04-02 05:00:00,5,0.0,0.0,667.09,37.0,9.0,5.0,38.0,2.0,35.0,6.0,5.0,11.0
plot_10650,2021-04-01 06:00:00,6,21.11,30.81,915.71,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 07:00:00,7,15.91,24.77,1316.17,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 08:00:00,8,23.82,37.28,1114.73,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 09:00:00,9,23.3,34.82,1008.97,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 10:00:00,10,19.34,12.32,1408.71,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 11:00:00,11,29.68,36.61,826.34,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 12:00:00,12,27.56,47.28,809.23,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 13:00:00,13,21.55,22.83,766.54,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 14:00:00,14,45.75,28.64,801.49,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 15:00:00,15,30.22,17.53,1058.1,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 16:00:00,16,33.36,25.14,1222.6,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 17:00:00,17,43.19,30.31,1383.73,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 18:00:00,18,30.07,37.42,1173.87,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 19:00:00,19,36.86,28.33,1421.32,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 20:00:00,20,39.62,21.77,1174.62,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 21:00:00,21,13.55,15.16,892.49,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 22:00:00,22,21.86,23.45,606.47,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-01 23:00:00,23,17.44,27.05,507.48,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-02 00:00:00,0,19.77,34.3,424.24,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-02 01:00:00,1,20.43,28.25,354.59,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-02 02:00:00,2,30.7,26.47,446.56,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-02 03:00:00,3,21.18,13.6,378.91,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-02 04:00:00,4,34.72,22.27,521.94,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10650,2021-04-02 05:00:00,5,29.5,26.36,775.36,15.0,24.0,30.0,26.0,31.0,27.0,16.0,23.0,8.0
plot_10810,2021-04-01 06:00:00,6,14.93,46.58,980.8,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 07:00:00,7,23.14,48.89,1150.54,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 08:00:00,8,35.97,63.01,1364.92,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 09:00:00,9,26.85,39.19,1413.12,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 10:00:00,10,38.57,39.51,1128.34,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 11:00:00,11,25.59,58.72,976.16,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 12:00:00,12,24.82,52.589999999999996,919.39,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 13:00:00,13,32.75,51.019999999999996,706.04,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 14:00:00,14,19.4,53.260000000000005,706.43,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 15:00:00,15,17.63,34.81,908.68,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 16:00:00,16,29.28,40.5,1130.23,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 17:00:00,17,41.86,49.959999999999994,1496.51,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 18:00:00,18,27.6,73.21000000000001,1533.34,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 19:00:00,19,34.98,57.44,1283.27,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 20:00:00,20,40.0,41.730000000000004,1158.56,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 21:00:00,21,27.42,42.25,841.16,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 22:00:00,22,26.95,65.33,736.24,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-01 23:00:00,23,38.79,52.96,500.4,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-02 00:00:00,0,25.51,56.019999999999996,312.11,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-02 01:00:00,1,26.68,56.349999999999994,371.66,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-02 02:00:00,2,34.08,42.5,397.51,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-02 03:00:00,3,27.8,49.32,420.08,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-02 04:00:00,4,16.61,38.769999999999996,473.6,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10810,2021-04-02 05:00:00,5,38.44,40.47,681.25,13.0,13.0,2.0,34.0,33.0,27.0,36.0,37.0,39.0
plot_10846,2021-04-01 06:00:00,6,27.03,30.87,845.66,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 07:00:00,7,39.64,25.21,1296.34,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 08:00:00,8,41.9,27.75,1220.74,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 09:00:00,9,23.61,20.23,1352.1,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 10:00:00,10,10.99,18.07,1128.53,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 11:00:00,11,27.46,16.08,977.6,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 12:00:00,12,27.99,39.16,634.71,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 13:00:00,13,32.71,28.37,600.69,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 14:00:00,14,16.16,17.68,822.88,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 15:00:00,15,28.67,46.1,995.48,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 16:00:00,16,29.02,22.33,1155.98,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 17:00:00,17,25.2,25.12,1499.06,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 18:00:00,18,34.57,27.22,1112.55,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 19:00:00,19,28.58,36.51,1469.2,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 20:00:00,20,37.14,35.77,1021.66,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 21:00:00,21,21.35,14.76,688.33,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 22:00:00,22,19.12,25.69,738.05,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-01 23:00:00,23,26.05,27.92,456.86,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-02 00:00:00,0,37.29,32.17,361.82,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-02 01:00:00,1,25.77,22.13,357.94,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-02 02:00:00,2,32.55,24.3,315.38,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-02 03:00:00,3,17.23,23.84,439.24,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-02 04:00:00,4,19.07,12.83,502.24,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10846,2021-04-02 05:00:00,5,18.58,27.3,734.92,38.0,35.0,24.0,30.0,14.0,15.0,21.0,11.0,1.0
plot_10847,2021-04-01 06:00:00,6,0.0,0.0,834.18,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 07:00:00,7,0.0,0.0,1104.3,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 08:00:00,8,0.0,0.0,1403.48,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 09:00:00,9,0.0,0.0,1465.2,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 10:00:00,10,0.0,0.0,1382.25,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 11:00:00,11,0.0,0.0,788.89,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 12:00:00,12,0.0,0.0,792.72,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 13:00:00,13,0.0,0.0,617.35,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 14:00:00,14,0.0,0.0,654.47,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 15:00:00,15,0.0,0.0,878.75,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 16:00:00,16,0.0,0.0,1016.16,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 17:00:00,17,0.0,0.0,1562.96,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 18:00:00,18,0.0,0.0,1313.12,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 19:00:00,19,0.0,0.0,1352.85,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 20:00:00,20,0.0,0.0,1049.25,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 21:00:00,21,0.0,0.0,944.8,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 22:00:00,22,0.0,0.0,550.48,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-01 23:00:00,23,0.0,0.0,483.7,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-02 00:00:00,0,0.0,0.0,369.22,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-02 01:00:00,1,0.0,0.0,335.36,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-02 02:00:00,2,0.0,0.0,353.07,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-02 03:00:00,3,0.0,0.0,409.36,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-02 04:00:00,4,0.0,0.0,473.55,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10847,2021-04-02 05:00:00,5,0.0,0.0,633.49,30.0,4.0,14.0,21.0,4.0,17.0,6.0,22.0,8.0
plot_10848,2021-04-01 06:00:00,6,0.0,18.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 07:00:00,7,0.0,38.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 08:00:00,8,0.0,14.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 09:00:00,9,0.0,21.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 10:00:00,10,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 11:00:00,11,0.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 12:00:00,12,0.0,24.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
